chr|end|id|source|source_url|start
chr1|8194540|SO_chr1_8193151_8194540_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8193151
chr1|8198950|SO_chr1_8197631_8198950_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8197631
chr1|8215260|SO_chr1_8213861_8215260_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8213861
chr1|8258340|SO_chr1_8257551_8258340_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8257551
chr1|8273760|SO_chr1_8271131_8273760_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8271131
chr1|8362690|SO_chr1_8361461_8362690_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8361461
chr1|8524160|SO_chr1_8523031_8524160_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8523031
chr1|8773360|SO_chr1_8772121_8773360_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8772121
chr1|8800570|SO_chr1_8799961_8800570_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8799961
chr1|8950500|SO_chr1_8949151_8950500_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8949151
chr1|8964800|SO_chr1_8963591_8964800_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8963591
chr1|8972300|SO_chr1_8971151_8972300_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8971151
chr1|9008690|SO_chr1_9006941_9008690_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9006941
chr1|9141570|SO_chr1_9140531_9141570_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9140531
chr1|9168900|SO_chr1_9167991_9168900_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9167991
chr1|9188700|SO_chr1_9187471_9188700_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9187471
chr1|9363600|SO_chr1_9362421_9363600_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9362421
chr1|9385900|SO_chr1_9384191_9385900_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9384191
chr1|9474140|SO_chr1_9472591_9474140_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9472591
chr1|9499990|SO_chr1_9499051_9499990_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9499051
chr1|9502430|SO_chr1_9500741_9502430_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9500741
chr1|9504610|SO_chr1_9503761_9504610_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9503761
chr1|9600450|SO_chr1_9599811_9600450_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9599811
chr1|9779560|SO_chr1_9778971_9779560_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9778971
chr1|9826720|SO_chr1_9825821_9826720_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9825821
chr1|9942920|SO_chr1_9941781_9942920_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9941781
chr1|9949760|SO_chr1_9948621_9949760_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9948621
chr1|9952280|SO_chr1_9949931_9952280_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9949931
chr1|9953650|SO_chr1_9952681_9953650_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9952681
chr1|10459510|SO_chr1_10459181_10459510_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|10459181
chr1|11073390|SO_chr1_11072801_11073390_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|11072801
chr1|11194400|SO_chr1_11194071_11194400_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|11194071
chr1|11195210|SO_chr1_11194521_11195210_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|11194521
chr1|11741090|SO_chr1_11740671_11741090_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|11740671
chr1|11851260|SO_chr1_11850961_11851260_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|11850961
chr1|11851630|SO_chr1_11851381_11851630_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|11851381
chr1|11941790|SO_chr1_11940081_11941790_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|11940081
chr1|12173580|SO_chr1_12172621_12173580_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12172621
chr1|12495230|SO_chr1_12493351_12495230_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12493351
chr1|12496600|SO_chr1_12495291_12496600_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12495291
chr1|12498070|SO_chr1_12496741_12498070_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12496741
chr1|12510430|SO_chr1_12507371_12510430_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12507371
chr1|12515950|SO_chr1_12513631_12515950_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12513631
chr1|12541600|SO_chr1_12537421_12541600_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12537421
chr1|12547130|SO_chr1_12545271_12547130_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12545271
chr1|12617380|SO_chr1_12616231_12617380_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12616231
chr1|12657730|SO_chr1_12654571_12657730_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12654571
chr1|12677150|SO_chr1_12675661_12677150_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12675661
chr1|13044630|SO_chr1_13044431_13044630_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|13044431
chr1|14344630|SO_chr1_14343811_14344630_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|14343811
chr1|15116750|SO_chr1_15115871_15116750_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|15115871
chr1|15295900|SO_chr1_15294661_15295900_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|15294661
chr1|15507430|SO_chr1_15504891_15507430_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|15504891
chr1|15516840|SO_chr1_15515911_15516840_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|15515911
chr1|15665420|SO_chr1_15662921_15665420_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|15662921
chr1|15750180|SO_chr1_15749551_15750180_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|15749551
chr1|15787200|SO_chr1_15786121_15787200_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|15786121
chr1|16127650|SO_chr1_16126031_16127650_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|16126031
chr1|16467040|SO_chr1_16465141_16467040_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|16465141
chr1|16504130|SO_chr1_16501351_16504130_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|16501351
chr1|16532670|SO_chr1_16532581_16532670_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|16532581
chr1|16533440|SO_chr1_16532841_16533440_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|16532841
chr1|16678740|SO_chr1_16678361_16678740_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|16678361
chr1|16694560|SO_chr1_16693801_16694560_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|16693801
chr1|16841340|SO_chr1_16839401_16841340_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|16839401
chr1|17029000|SO_chr1_17027141_17029000_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17027141
chr1|17224020|SO_chr1_17221971_17224020_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17221971
chr1|17232880|SO_chr1_17231011_17232880_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17231011
chr1|17305860|SO_chr1_17304931_17305860_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17304931
chr1|17307080|SO_chr1_17305961_17307080_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17305961
chr1|17416970|SO_chr1_17415501_17416970_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17415501
chr1|17560880|SO_chr1_17559551_17560880_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17559551
chr1|17578530|SO_chr1_17576861_17578530_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17576861
chr1|17614490|SO_chr1_17613231_17614490_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17613231
chr1|17897120|SO_chr1_17895561_17897120_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17895561
chr1|17900740|SO_chr1_17899731_17900740_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17899731
chr1|18009450|SO_chr1_18008791_18009450_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|18008791
chr1|19250080|SO_chr1_19248521_19250080_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19248521
chr1|19254420|SO_chr1_19252551_19254420_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19252551
chr1|19269130|SO_chr1_19264811_19269130_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19264811
chr1|19274180|SO_chr1_19273441_19274180_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19273441
chr1|19338040|SO_chr1_19336071_19338040_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19336071
chr1|19372190|SO_chr1_19371481_19372190_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19371481
chr1|19536560|SO_chr1_19536041_19536560_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19536041
chr1|19723140|SO_chr1_19721741_19723140_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19721741
chr1|19757460|SO_chr1_19755971_19757460_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19755971
chr1|19778220|SO_chr1_19776871_19778220_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19776871
chr1|19924090|SO_chr1_19923601_19924090_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19923601
chr1|20437680|SO_chr1_20437051_20437680_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|20437051
chr1|20538500|SO_chr1_20537531_20538500_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|20537531
chr1|20560830|SO_chr1_20560271_20560830_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|20560271
chr1|20803440|SO_chr1_20802781_20803440_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|20802781
chr1|20940330|SO_chr1_20939521_20940330_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|20939521
chr1|20941340|SO_chr1_20940391_20941340_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|20940391
chr1|21113140|SO_chr1_21112501_21113140_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|21112501
chr1|21649490|SO_chr1_21648531_21649490_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|21648531
chr1|21651460|SO_chr1_21650381_21651460_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|21650381
chr1|22163290|SO_chr1_22162131_22163290_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|22162131
chr1|22352450|SO_chr1_22352141_22352450_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|22352141
chr1|22449590|SO_chr1_22448661_22449590_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|22448661
chr1|22779090|SO_chr1_22778501_22779090_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|22778501
chr1|22827410|SO_chr1_22826361_22827410_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|22826361
chr1|23065700|SO_chr1_23064051_23065700_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|23064051
chr1|23670700|SO_chr1_23670001_23670700_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|23670001
chr1|23782610|SO_chr1_23782521_23782610_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|23782521
chr1|23783780|SO_chr1_23782691_23783780_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|23782691
chr1|23885420|SO_chr1_23884911_23885420_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|23884911
chr1|23885610|SO_chr1_23885511_23885610_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|23885511
chr1|23903720|SO_chr1_23903041_23903720_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|23903041
chr1|23904430|SO_chr1_23903881_23904430_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|23903881
chr1|23920540|SO_chr1_23919581_23920540_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|23919581
chr1|23925610|SO_chr1_23924531_23925610_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|23924531
chr1|24070560|SO_chr1_24070071_24070560_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24070071
chr1|24125850|SO_chr1_24125501_24125850_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24125501
chr1|24151840|SO_chr1_24151371_24151840_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24151371
chr1|24286740|SO_chr1_24286491_24286740_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24286491
chr1|24306680|SO_chr1_24306411_24306680_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24306411
chr1|24374030|SO_chr1_24372661_24374030_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24372661
chr1|24377570|SO_chr1_24376641_24377570_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24376641
chr1|24605680|SO_chr1_24604981_24605680_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24604981
chr1|24617290|SO_chr1_24615841_24617290_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24615841
chr1|24763520|SO_chr1_24762131_24763520_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24762131
chr1|24765430|SO_chr1_24764501_24765430_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24764501
chr1|24870280|SO_chr1_24869891_24870280_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24869891
chr1|24873590|SO_chr1_24871801_24873590_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24871801
chr1|24894980|SO_chr1_24894281_24894980_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24894281
chr1|24903590|SO_chr1_24902441_24903590_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24902441
chr1|24946370|SO_chr1_24945581_24946370_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24945581
chr1|24970820|SO_chr1_24969841_24970820_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24969841
chr1|25010700|SO_chr1_25009671_25010700_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25009671
chr1|25042490|SO_chr1_25040961_25042490_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25040961
chr1|25047510|SO_chr1_25046451_25047510_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25046451
chr1|25072990|SO_chr1_25072121_25072990_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25072121
chr1|25089380|SO_chr1_25088491_25089380_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25088491
chr1|25276480|SO_chr1_25275531_25276480_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25275531
chr1|25282760|SO_chr1_25281081_25282760_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25281081
chr1|25286850|SO_chr1_25285091_25286850_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25285091
chr1|25345000|SO_chr1_25343381_25345000_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25343381
chr1|25350140|SO_chr1_25348251_25350140_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25348251
chr1|25494800|SO_chr1_25493501_25494800_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25493501
chr1|25573790|SO_chr1_25573521_25573790_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25573521
chr1|25877310|SO_chr1_25875721_25877310_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25875721
chr1|25890150|SO_chr1_25889841_25890150_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25889841
chr1|25891040|SO_chr1_25890281_25891040_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25890281
chr1|25897030|SO_chr1_25895381_25897030_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25895381
chr1|26035370|SO_chr1_26033931_26035370_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26033931
chr1|26114340|SO_chr1_26113511_26114340_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26113511
chr1|26133320|SO_chr1_26131771_26133320_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26131771
chr1|26185770|SO_chr1_26185311_26185770_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26185311
chr1|26219390|SO_chr1_26218941_26219390_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26218941
chr1|26324510|SO_chr1_26324011_26324510_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26324011
chr1|26352710|SO_chr1_26351331_26352710_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26351331
chr1|26355680|SO_chr1_26353931_26355680_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26353931
chr1|26356090|SO_chr1_26355781_26356090_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26355781
chr1|26361320|SO_chr1_26360991_26361320_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26360991
chr1|26361650|SO_chr1_26361501_26361650_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26361501
chr1|26438950|SO_chr1_26438411_26438950_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26438411
chr1|26496900|SO_chr1_26496681_26496900_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26496681
chr1|26497060|SO_chr1_26496971_26497060_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26496971
chr1|26607250|SO_chr1_26606701_26607250_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26606701
chr1|26881640|SO_chr1_26881231_26881640_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26881231
chr1|26882020|SO_chr1_26881711_26882020_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26881711
chr1|26883140|SO_chr1_26882121_26883140_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26882121
chr1|27192470|SO_chr1_27190951_27192470_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27190951
chr1|27321740|SO_chr1_27321101_27321740_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27321101
chr1|27329750|SO_chr1_27327381_27329750_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27327381
chr1|27337910|SO_chr1_27336031_27337910_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27336031
chr1|27385040|SO_chr1_27383711_27385040_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27383711
chr1|27386160|SO_chr1_27385151_27386160_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27385151
chr1|27692740|SO_chr1_27691561_27692740_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27691561
chr1|27867380|SO_chr1_27866281_27867380_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27866281
chr1|27929900|SO_chr1_27928191_27929900_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27928191
chr1|27977910|SO_chr1_27976531_27977910_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27976531
chr1|27986830|SO_chr1_27985151_27986830_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27985151
chr1|28053130|SO_chr1_28052671_28053130_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|28052671
chr1|28239930|SO_chr1_28239681_28239930_GRCh38|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|28239681
