id|chr|end|label|source|source_url|start
chr1_7608911_7611020_grch38|chr1|7611020|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|7608911
chr1_8021851_8022240_grch38|chr1|8022240|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8021851
chr1_8064751_8065460_grch38|chr1|8065460|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8064751
chr1_8077581_8080290_grch38|chr1|8080290|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8077581
chr1_8107601_8108730_grch38|chr1|8108730|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8107601
chr1_8137191_8139390_grch38|chr1|8139390|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8137191
chr1_8150261_8152720_grch38|chr1|8152720|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8150261
chr1_8176351_8178660_grch38|chr1|8178660|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8176351
chr1_8180381_8183550_grch38|chr1|8183550|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8180381
chr1_8193151_8194540_grch38|chr1|8194540|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8193151
chr1_8197631_8198950_grch38|chr1|8198950|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8197631
chr1_8213861_8215260_grch38|chr1|8215260|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8213861
chr1_8257551_8258340_grch38|chr1|8258340|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8257551
chr1_8271131_8273760_grch38|chr1|8273760|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8271131
chr1_8361461_8362690_grch38|chr1|8362690|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8361461
chr1_8523031_8524160_grch38|chr1|8524160|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8523031
chr1_8772121_8773360_grch38|chr1|8773360|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8772121
chr1_8799961_8800570_grch38|chr1|8800570|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8799961
chr1_8949151_8950500_grch38|chr1|8950500|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8949151
chr1_8963591_8964800_grch38|chr1|8964800|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8963591
chr1_8971151_8972300_grch38|chr1|8972300|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|8971151
chr1_9006941_9008690_grch38|chr1|9008690|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9006941
chr1_9140531_9141570_grch38|chr1|9141570|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9140531
chr1_9167991_9168900_grch38|chr1|9168900|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9167991
chr1_9187471_9188700_grch38|chr1|9188700|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9187471
chr1_9362421_9363600_grch38|chr1|9363600|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9362421
chr1_9384191_9385900_grch38|chr1|9385900|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9384191
chr1_9472591_9474140_grch38|chr1|9474140|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9472591
chr1_9499051_9499990_grch38|chr1|9499990|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9499051
chr1_9500741_9502430_grch38|chr1|9502430|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9500741
chr1_9503761_9504610_grch38|chr1|9504610|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9503761
chr1_9599811_9600450_grch38|chr1|9600450|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9599811
chr1_9778971_9779560_grch38|chr1|9779560|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9778971
chr1_9825821_9826720_grch38|chr1|9826720|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9825821
chr1_9941781_9942920_grch38|chr1|9942920|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9941781
chr1_9948621_9949760_grch38|chr1|9949760|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9948621
chr1_9949931_9952280_grch38|chr1|9952280|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9949931
chr1_9952681_9953650_grch38|chr1|9953650|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|9952681
chr1_10459181_10459510_grch38|chr1|10459510|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|10459181
chr1_11072801_11073390_grch38|chr1|11073390|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|11072801
chr1_11194071_11194400_grch38|chr1|11194400|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|11194071
chr1_11194521_11195210_grch38|chr1|11195210|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|11194521
chr1_11740671_11741090_grch38|chr1|11741090|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|11740671
chr1_11850961_11851260_grch38|chr1|11851260|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|11850961
chr1_11851381_11851630_grch38|chr1|11851630|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|11851381
chr1_11940081_11941790_grch38|chr1|11941790|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|11940081
chr1_12172621_12173580_grch38|chr1|12173580|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12172621
chr1_12493351_12495230_grch38|chr1|12495230|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12493351
chr1_12495291_12496600_grch38|chr1|12496600|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12495291
chr1_12496741_12498070_grch38|chr1|12498070|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12496741
chr1_12507371_12510430_grch38|chr1|12510430|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12507371
chr1_12513631_12515950_grch38|chr1|12515950|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12513631
chr1_12537421_12541600_grch38|chr1|12541600|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12537421
chr1_12545271_12547130_grch38|chr1|12547130|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12545271
chr1_12616231_12617380_grch38|chr1|12617380|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12616231
chr1_12654571_12657730_grch38|chr1|12657730|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12654571
chr1_12675661_12677150_grch38|chr1|12677150|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|12675661
chr1_13044431_13044630_grch38|chr1|13044630|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|13044431
chr1_14343811_14344630_grch38|chr1|14344630|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|14343811
chr1_15115871_15116750_grch38|chr1|15116750|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|15115871
chr1_15294661_15295900_grch38|chr1|15295900|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|15294661
chr1_15504891_15507430_grch38|chr1|15507430|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|15504891
chr1_15515911_15516840_grch38|chr1|15516840|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|15515911
chr1_15662921_15665420_grch38|chr1|15665420|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|15662921
chr1_15749551_15750180_grch38|chr1|15750180|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|15749551
chr1_15786121_15787200_grch38|chr1|15787200|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|15786121
chr1_16126031_16127650_grch38|chr1|16127650|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|16126031
chr1_16465141_16467040_grch38|chr1|16467040|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|16465141
chr1_16501351_16504130_grch38|chr1|16504130|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|16501351
chr1_16532581_16532670_grch38|chr1|16532670|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|16532581
chr1_16532841_16533440_grch38|chr1|16533440|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|16532841
chr1_16678361_16678740_grch38|chr1|16678740|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|16678361
chr1_16693801_16694560_grch38|chr1|16694560|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|16693801
chr1_16839401_16841340_grch38|chr1|16841340|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|16839401
chr1_17027141_17029000_grch38|chr1|17029000|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17027141
chr1_17221971_17224020_grch38|chr1|17224020|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17221971
chr1_17231011_17232880_grch38|chr1|17232880|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17231011
chr1_17304931_17305860_grch38|chr1|17305860|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17304931
chr1_17305961_17307080_grch38|chr1|17307080|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17305961
chr1_17415501_17416970_grch38|chr1|17416970|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17415501
chr1_17559551_17560880_grch38|chr1|17560880|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17559551
chr1_17576861_17578530_grch38|chr1|17578530|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17576861
chr1_17613231_17614490_grch38|chr1|17614490|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17613231
chr1_17895561_17897120_grch38|chr1|17897120|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17895561
chr1_17899731_17900740_grch38|chr1|17900740|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|17899731
chr1_18008791_18009450_grch38|chr1|18009450|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|18008791
chr1_19248521_19250080_grch38|chr1|19250080|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19248521
chr1_19252551_19254420_grch38|chr1|19254420|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19252551
chr1_19264811_19269130_grch38|chr1|19269130|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19264811
chr1_19273441_19274180_grch38|chr1|19274180|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19273441
chr1_19336071_19338040_grch38|chr1|19338040|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19336071
chr1_19371481_19372190_grch38|chr1|19372190|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19371481
chr1_19536041_19536560_grch38|chr1|19536560|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19536041
chr1_19721741_19723140_grch38|chr1|19723140|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19721741
chr1_19755971_19757460_grch38|chr1|19757460|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19755971
chr1_19776871_19778220_grch38|chr1|19778220|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19776871
chr1_19923601_19924090_grch38|chr1|19924090|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|19923601
chr1_20437051_20437680_grch38|chr1|20437680|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|20437051
chr1_20537531_20538500_grch38|chr1|20538500|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|20537531
chr1_20560271_20560830_grch38|chr1|20560830|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|20560271
chr1_20802781_20803440_grch38|chr1|20803440|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|20802781
chr1_20939521_20940330_grch38|chr1|20940330|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|20939521
chr1_20940391_20941340_grch38|chr1|20941340|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|20940391
chr1_21112501_21113140_grch38|chr1|21113140|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|21112501
chr1_21648531_21649490_grch38|chr1|21649490|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|21648531
chr1_21650381_21651460_grch38|chr1|21651460|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|21650381
chr1_22162131_22163290_grch38|chr1|22163290|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|22162131
chr1_22352141_22352450_grch38|chr1|22352450|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|22352141
chr1_22448661_22449590_grch38|chr1|22449590|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|22448661
chr1_22778501_22779090_grch38|chr1|22779090|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|22778501
chr1_22826361_22827410_grch38|chr1|22827410|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|22826361
chr1_23064051_23065700_grch38|chr1|23065700|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|23064051
chr1_23670001_23670700_grch38|chr1|23670700|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|23670001
chr1_23782521_23782610_grch38|chr1|23782610|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|23782521
chr1_23782691_23783780_grch38|chr1|23783780|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|23782691
chr1_23884911_23885420_grch38|chr1|23885420|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|23884911
chr1_23885511_23885610_grch38|chr1|23885610|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|23885511
chr1_23903041_23903720_grch38|chr1|23903720|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|23903041
chr1_23903881_23904430_grch38|chr1|23904430|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|23903881
chr1_23919581_23920540_grch38|chr1|23920540|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|23919581
chr1_23924531_23925610_grch38|chr1|23925610|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|23924531
chr1_24070071_24070560_grch38|chr1|24070560|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24070071
chr1_24125501_24125850_grch38|chr1|24125850|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24125501
chr1_24151371_24151840_grch38|chr1|24151840|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24151371
chr1_24286491_24286740_grch38|chr1|24286740|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24286491
chr1_24306411_24306680_grch38|chr1|24306680|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24306411
chr1_24372661_24374030_grch38|chr1|24374030|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24372661
chr1_24376641_24377570_grch38|chr1|24377570|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24376641
chr1_24604981_24605680_grch38|chr1|24605680|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24604981
chr1_24615841_24617290_grch38|chr1|24617290|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24615841
chr1_24762131_24763520_grch38|chr1|24763520|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24762131
chr1_24764501_24765430_grch38|chr1|24765430|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24764501
chr1_24869891_24870280_grch38|chr1|24870280|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24869891
chr1_24871801_24873590_grch38|chr1|24873590|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24871801
chr1_24894281_24894980_grch38|chr1|24894980|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24894281
chr1_24902441_24903590_grch38|chr1|24903590|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24902441
chr1_24945581_24946370_grch38|chr1|24946370|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24945581
chr1_24969841_24970820_grch38|chr1|24970820|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|24969841
chr1_25009671_25010700_grch38|chr1|25010700|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25009671
chr1_25040961_25042490_grch38|chr1|25042490|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25040961
chr1_25046451_25047510_grch38|chr1|25047510|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25046451
chr1_25072121_25072990_grch38|chr1|25072990|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25072121
chr1_25088491_25089380_grch38|chr1|25089380|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25088491
chr1_25275531_25276480_grch38|chr1|25276480|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25275531
chr1_25281081_25282760_grch38|chr1|25282760|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25281081
chr1_25285091_25286850_grch38|chr1|25286850|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25285091
chr1_25343381_25345000_grch38|chr1|25345000|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25343381
chr1_25348251_25350140_grch38|chr1|25350140|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25348251
chr1_25493501_25494800_grch38|chr1|25494800|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25493501
chr1_25573521_25573790_grch38|chr1|25573790|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25573521
chr1_25875721_25877310_grch38|chr1|25877310|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25875721
chr1_25889841_25890150_grch38|chr1|25890150|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25889841
chr1_25890281_25891040_grch38|chr1|25891040|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25890281
chr1_25895381_25897030_grch38|chr1|25897030|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|25895381
chr1_26033931_26035370_grch38|chr1|26035370|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26033931
chr1_26113511_26114340_grch38|chr1|26114340|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26113511
chr1_26131771_26133320_grch38|chr1|26133320|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26131771
chr1_26185311_26185770_grch38|chr1|26185770|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26185311
chr1_26218941_26219390_grch38|chr1|26219390|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26218941
chr1_26324011_26324510_grch38|chr1|26324510|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26324011
chr1_26351331_26352710_grch38|chr1|26352710|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26351331
chr1_26353931_26355680_grch38|chr1|26355680|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26353931
chr1_26355781_26356090_grch38|chr1|26356090|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26355781
chr1_26360991_26361320_grch38|chr1|26361320|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26360991
chr1_26361501_26361650_grch38|chr1|26361650|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26361501
chr1_26438411_26438950_grch38|chr1|26438950|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26438411
chr1_26496681_26496900_grch38|chr1|26496900|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26496681
chr1_26496971_26497060_grch38|chr1|26497060|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26496971
chr1_26606701_26607250_grch38|chr1|26607250|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26606701
chr1_26881231_26881640_grch38|chr1|26881640|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26881231
chr1_26881711_26882020_grch38|chr1|26882020|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26881711
chr1_26882121_26883140_grch38|chr1|26883140|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|26882121
chr1_27190951_27192470_grch38|chr1|27192470|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27190951
chr1_27321101_27321740_grch38|chr1|27321740|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27321101
chr1_27327381_27329750_grch38|chr1|27329750|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27327381
chr1_27336031_27337910_grch38|chr1|27337910|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27336031
chr1_27383711_27385040_grch38|chr1|27385040|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27383711
chr1_27385151_27386160_grch38|chr1|27386160|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27385151
chr1_27691561_27692740_grch38|chr1|27692740|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27691561
chr1_27866281_27867380_grch38|chr1|27867380|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27866281
chr1_27928191_27929900_grch38|chr1|27929900|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27928191
chr1_27976531_27977910_grch38|chr1|27977910|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27976531
chr1_27985151_27986830_grch38|chr1|27986830|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|27985151
chr1_28052671_28053130_grch38|chr1|28053130|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|28052671
chr1_28239681_28239930_grch38|chr1|28239930|enhancer|Enancer Atlas|http://enhanceratlas.org/downloadv2.php|28239681
