# Interactor 1 uniprot id	Interactor 1 Ensembl gene id	Interactor 1 Entrez Gene id	Interactor 2 uniprot id	Interactor 2 Ensembl gene id	Interactor 2 Entrez Gene id	Interaction type	Interaction context	Pubmed references
uniprotkb:Q9Y287	ENSEMBL:ENST00000647800|ENSEMBL:ENST00000378549|ENSEMBL:ENSP00000497221|ENSEMBL:ENSP00000367811|ENSEMBL:ENSG00000136156	-	uniprotkb:Q9Y287	ENSEMBL:ENST00000647800|ENSEMBL:ENST00000378549|ENSEMBL:ENSP00000497221|ENSEMBL:ENSP00000367811|ENSEMBL:ENSG00000136156	-	physical association	reactome:R-HSA-976871	14690516|10391242
uniprotkb:Q13085	-	-	ChEBI:29035	-	-	physical association	reactome:R-HSA-8876883	24243840
uniprotkb:Q13085	-	-	uniprotkb:Q13085	-	-	physical association	reactome:R-HSA-8876883	24243840
ChEBI:29035	-	-	uniprotkb:O00763	ENSEMBL:ENSG00000076555|ENSEMBL:ENSP00000341044|ENSEMBL:ENSP00000367079|ENSEMBL:ENST00000338432|ENSEMBL:ENST00000377848	-	physical association	reactome:R-HSA-8867341	24243840
uniprotkb:O00763	ENSEMBL:ENSG00000076555|ENSEMBL:ENSP00000341044|ENSEMBL:ENSP00000367079|ENSEMBL:ENST00000338432|ENSEMBL:ENST00000377848	-	uniprotkb:O00763	ENSEMBL:ENSG00000076555|ENSEMBL:ENSP00000341044|ENSEMBL:ENSP00000367079|ENSEMBL:ENST00000338432|ENSEMBL:ENST00000377848	-	physical association	reactome:R-HSA-8867341	24243840
uniprotkb:O00763	ENSEMBL:ENSG00000076555|ENSEMBL:ENSP00000341044|ENSEMBL:ENSP00000367079|ENSEMBL:ENST00000338432|ENSEMBL:ENST00000377848	-	ChEBI:29035	-	-	physical association	reactome:R-HSA-8876893	15060529
uniprotkb:O00763	ENSEMBL:ENSG00000076555|ENSEMBL:ENSP00000341044|ENSEMBL:ENSP00000367079|ENSEMBL:ENST00000338432|ENSEMBL:ENST00000377848	-	uniprotkb:O00763	ENSEMBL:ENSG00000076555|ENSEMBL:ENSP00000341044|ENSEMBL:ENSP00000367079|ENSEMBL:ENST00000338432|ENSEMBL:ENST00000377848	-	physical association	reactome:R-HSA-8876893	15060529
uniprotkb:P31415	ENSEMBL:ENST00000368078|ENSEMBL:ENSP00000357057|ENSEMBL:ENSG00000143318	-	uniprotkb:P31415	ENSEMBL:ENST00000368078|ENSEMBL:ENSP00000357057|ENSEMBL:ENSG00000143318	-	physical association	reactome:R-HSA-2855198	24243840
uniprotkb:O14958	ENSEMBL:ENST00000261448|ENSEMBL:ENSP00000261448|ENSEMBL:ENSG00000118729	-	uniprotkb:O14958	ENSEMBL:ENST00000261448|ENSEMBL:ENSP00000261448|ENSEMBL:ENSG00000118729	-	physical association	reactome:R-HSA-2855188	24243840
uniprotkb:P47710	ENSEMBL:ENST00000246891|ENSEMBL:ENST00000507763|ENSEMBL:ENSP00000246891|ENSEMBL:ENSP00000422611|ENSEMBL:ENSG00000126545	-	uniprotkb:P47710	ENSEMBL:ENST00000246891|ENSEMBL:ENST00000507763|ENSEMBL:ENSP00000246891|ENSEMBL:ENSP00000422611|ENSEMBL:ENSG00000126545	-	physical association	reactome:R-HSA-5340146	24243840
uniprotkb:P07498	ENSEMBL:ENST00000689459|ENSEMBL:ENST00000304954|ENSEMBL:ENSP00000508633|ENSEMBL:ENSP00000304822|ENSEMBL:ENSG00000171209	-	uniprotkb:P07498	ENSEMBL:ENST00000689459|ENSEMBL:ENST00000304954|ENSEMBL:ENSP00000508633|ENSEMBL:ENSP00000304822|ENSEMBL:ENSG00000171209	-	physical association	reactome:R-HSA-5340146	24243840
uniprotkb:P01258	ENSEMBL:ENST00000469608|ENSEMBL:ENST00000331587|ENSEMBL:ENST00000396372|ENSEMBL:ENSP00000420618|ENSEMBL:ENSP00000331746|ENSEMBL:ENSP00000379657|ENSEMBL:ENSG00000110680	-	uniprotkb:P01258	ENSEMBL:ENST00000469608|ENSEMBL:ENST00000331587|ENSEMBL:ENST00000396372|ENSEMBL:ENSP00000420618|ENSEMBL:ENSP00000331746|ENSEMBL:ENSP00000379657|ENSEMBL:ENSG00000110680	-	physical association	reactome:R-HSA-976978	15459123
uniprotkb:P15502	ENSEMBL:ENSG00000049540|ENSEMBL:ENSP00000369950|ENSEMBL:ENSP00000369949|ENSEMBL:ENSP00000313565|ENSEMBL:ENSP00000349540|ENSEMBL:ENSP00000369958|ENSEMBL:ENSP00000391129|ENSEMBL:ENSP00000252034|ENSEMBL:ENSP00000510104|ENSEMBL:ENSP00000369936|ENSEMBL:ENSP00000369926|ENSEMBL:ENST00000692049|ENSEMBL:ENST00000252034|ENSEMBL:ENST00000380553|ENSEMBL:ENST00000357036|ENSEMBL:ENST00000380562|ENSEMBL:ENST00000320399|ENSEMBL:ENST00000380576|ENSEMBL:ENST00000429192|ENSEMBL:ENST00000380575|ENSEMBL:ENST00000380584	-	uniprotkb:P15502	ENSEMBL:ENSG00000049540|ENSEMBL:ENSP00000369950|ENSEMBL:ENSP00000369949|ENSEMBL:ENSP00000313565|ENSEMBL:ENSP00000349540|ENSEMBL:ENSP00000369958|ENSEMBL:ENSP00000391129|ENSEMBL:ENSP00000252034|ENSEMBL:ENSP00000510104|ENSEMBL:ENSP00000369936|ENSEMBL:ENSP00000369926|ENSEMBL:ENST00000692049|ENSEMBL:ENST00000252034|ENSEMBL:ENST00000380553|ENSEMBL:ENST00000357036|ENSEMBL:ENST00000380562|ENSEMBL:ENST00000320399|ENSEMBL:ENST00000380576|ENSEMBL:ENST00000429192|ENSEMBL:ENST00000380575|ENSEMBL:ENST00000380584	-	physical association	reactome:R-HSA-2514799	1649600|8226919|19010778
uniprotkb:P15502	ENSEMBL:ENSG00000049540|ENSEMBL:ENSP00000369950|ENSEMBL:ENSP00000369949|ENSEMBL:ENSP00000313565|ENSEMBL:ENSP00000349540|ENSEMBL:ENSP00000369958|ENSEMBL:ENSP00000391129|ENSEMBL:ENSP00000252034|ENSEMBL:ENSP00000510104|ENSEMBL:ENSP00000369936|ENSEMBL:ENSP00000369926|ENSEMBL:ENST00000692049|ENSEMBL:ENST00000252034|ENSEMBL:ENST00000380553|ENSEMBL:ENST00000357036|ENSEMBL:ENST00000380562|ENSEMBL:ENST00000320399|ENSEMBL:ENST00000380576|ENSEMBL:ENST00000429192|ENSEMBL:ENST00000380575|ENSEMBL:ENST00000380584	-	uniprotkb:P15502	ENSEMBL:ENSG00000049540|ENSEMBL:ENSP00000369950|ENSEMBL:ENSP00000369949|ENSEMBL:ENSP00000313565|ENSEMBL:ENSP00000349540|ENSEMBL:ENSP00000369958|ENSEMBL:ENSP00000391129|ENSEMBL:ENSP00000252034|ENSEMBL:ENSP00000510104|ENSEMBL:ENSP00000369936|ENSEMBL:ENSP00000369926|ENSEMBL:ENST00000692049|ENSEMBL:ENST00000252034|ENSEMBL:ENST00000380553|ENSEMBL:ENST00000357036|ENSEMBL:ENST00000380562|ENSEMBL:ENST00000320399|ENSEMBL:ENST00000380576|ENSEMBL:ENST00000429192|ENSEMBL:ENST00000380575|ENSEMBL:ENST00000380584	-	physical association	reactome:R-HSA-2514799	1649600|8226919|19010778
uniprotkb:P15502	ENSEMBL:ENSG00000049540|ENSEMBL:ENSP00000369950|ENSEMBL:ENSP00000369949|ENSEMBL:ENSP00000313565|ENSEMBL:ENSP00000349540|ENSEMBL:ENSP00000369958|ENSEMBL:ENSP00000391129|ENSEMBL:ENSP00000252034|ENSEMBL:ENSP00000510104|ENSEMBL:ENSP00000369936|ENSEMBL:ENSP00000369926|ENSEMBL:ENST00000692049|ENSEMBL:ENST00000252034|ENSEMBL:ENST00000380553|ENSEMBL:ENST00000357036|ENSEMBL:ENST00000380562|ENSEMBL:ENST00000320399|ENSEMBL:ENST00000380576|ENSEMBL:ENST00000429192|ENSEMBL:ENST00000380575|ENSEMBL:ENST00000380584	-	uniprotkb:P15502	ENSEMBL:ENSG00000049540|ENSEMBL:ENSP00000369950|ENSEMBL:ENSP00000369949|ENSEMBL:ENSP00000313565|ENSEMBL:ENSP00000349540|ENSEMBL:ENSP00000369958|ENSEMBL:ENSP00000391129|ENSEMBL:ENSP00000252034|ENSEMBL:ENSP00000510104|ENSEMBL:ENSP00000369936|ENSEMBL:ENSP00000369926|ENSEMBL:ENST00000692049|ENSEMBL:ENST00000252034|ENSEMBL:ENST00000380553|ENSEMBL:ENST00000357036|ENSEMBL:ENST00000380562|ENSEMBL:ENST00000320399|ENSEMBL:ENST00000380576|ENSEMBL:ENST00000429192|ENSEMBL:ENST00000380575|ENSEMBL:ENST00000380584	-	physical association	reactome:R-HSA-2514799	1649600|8226919|19010778
uniprotkb:P35555	ENSEMBL:ENSG00000166147|ENSEMBL:ENSP00000325527|ENSEMBL:ENST00000316623	-	uniprotkb:P35555	ENSEMBL:ENSG00000166147|ENSEMBL:ENSP00000325527|ENSEMBL:ENST00000316623	-	physical association	reactome:R-HSA-2514812	10229672|21784848|10229672
uniprotkb:P35555	ENSEMBL:ENSG00000166147|ENSEMBL:ENSP00000325527|ENSEMBL:ENST00000316623	-	uniprotkb:P35555	ENSEMBL:ENSG00000166147|ENSEMBL:ENSP00000325527|ENSEMBL:ENST00000316623	-	physical association	reactome:R-HSA-2514812	10229672|21784848|10229672
uniprotkb:P35556	ENSEMBL:ENST00000262464|ENSEMBL:ENSP00000262464|ENSEMBL:ENSG00000138829	-	uniprotkb:P35556	ENSEMBL:ENST00000262464|ENSEMBL:ENSP00000262464|ENSEMBL:ENSG00000138829	-	physical association	reactome:R-HSA-2514779	24243840
uniprotkb:P35556	ENSEMBL:ENST00000262464|ENSEMBL:ENSP00000262464|ENSEMBL:ENSG00000138829	-	uniprotkb:P35556	ENSEMBL:ENST00000262464|ENSEMBL:ENSP00000262464|ENSEMBL:ENSG00000138829	-	physical association	reactome:R-HSA-2514779	24243840
uniprotkb:Q75N90	ENSEMBL:ENST00000600128|ENSEMBL:ENST00000270509|ENSEMBL:ENST00000601739|ENSEMBL:ENSP00000270509|ENSEMBL:ENSP00000472324|ENSEMBL:ENSP00000470498|ENSEMBL:ENSG00000142449	-	uniprotkb:Q75N90	ENSEMBL:ENST00000600128|ENSEMBL:ENST00000270509|ENSEMBL:ENST00000601739|ENSEMBL:ENSP00000270509|ENSEMBL:ENSP00000472324|ENSEMBL:ENSP00000470498|ENSEMBL:ENSG00000142449	-	physical association	reactome:R-HSA-2514789	24243840
uniprotkb:Q75N90	ENSEMBL:ENST00000600128|ENSEMBL:ENST00000270509|ENSEMBL:ENST00000601739|ENSEMBL:ENSP00000270509|ENSEMBL:ENSP00000472324|ENSEMBL:ENSP00000470498|ENSEMBL:ENSG00000142449	-	uniprotkb:Q75N90	ENSEMBL:ENST00000600128|ENSEMBL:ENST00000270509|ENSEMBL:ENST00000601739|ENSEMBL:ENSP00000270509|ENSEMBL:ENSP00000472324|ENSEMBL:ENSP00000470498|ENSEMBL:ENSG00000142449	-	physical association	reactome:R-HSA-2514789	24243840
uniprotkb:P02751	-	-	uniprotkb:P02751	-	-	physical association	reactome:R-HSA-3787944	19714641
uniprotkb:P02751	-	-	uniprotkb:P02751	-	-	physical association	reactome:R-HSA-3787944	19714641
uniprotkb:P02751	-	-	uniprotkb:P02751	-	-	physical association	reactome:R-HSA-3787944	19714641
uniprotkb:P02751	-	-	uniprotkb:P02751	-	-	physical association	reactome:R-HSA-2533900	7075587|21985969|22159414|7547873|10809722|16825321|9115292|9065415
uniprotkb:P02751	-	-	uniprotkb:P02751	-	-	physical association	reactome:R-HSA-2533900	7075587|21985969|22159414|7547873|10809722|16825321|9115292|9065415
uniprotkb:P02751	-	-	uniprotkb:P02751	-	-	physical association	reactome:R-HSA-2533900	7075587|21985969|22159414|7547873|10809722|16825321|9115292|9065415
uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2428940	24243840
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	physical association	reactome:R-HSA-2428940	24243840
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2428940	24243840
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	physical association	reactome:R-HSA-2428940	24243840
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2428940	24243840
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	physical association	reactome:R-HSA-2428940	24243840
uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2428940	24243840
uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2428940	24243840
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2428940	24243840
uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2428940	24243840
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2428940	24243840
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	physical association	reactome:R-HSA-2428940	24243840
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2428940	24243840
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2428940	24243840
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	physical association	reactome:R-HSA-2428940	24243840
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2428940	24243840
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2428940	24243840
uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2428940	24243840
uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2428940	24243840
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2428940	24243840
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	physical association	reactome:R-HSA-2428940	24243840
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	physical association	reactome:R-HSA-2396055	5246001|41816
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	physical association	reactome:R-HSA-2396055	5246001|41816
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2396055	5246001|41816
uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2396055	5246001|41816
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2396055	5246001|41816
uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2396055	5246001|41816
uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2396055	5246001|41816
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2396055	5246001|41816
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	physical association	reactome:R-HSA-2396055	5246001|41816
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	physical association	reactome:R-HSA-2396055	5246001|41816
uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2396055	5246001|41816
uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2396055	5246001|41816
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2396055	5246001|41816
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2396055	5246001|41816
uniprotkb:P08123	ENSEMBL:ENSG00000164692|ENSEMBL:ENST00000297268|ENSEMBL:ENSP00000297268	-	uniprotkb:P02452	ENSEMBL:ENSG00000108821|ENSEMBL:ENST00000225964|ENSEMBL:ENSP00000225964	-	physical association	reactome:R-HSA-2396055	5246001|41816
