distance|label|source|source_id|source_type|source_url|target_id|target_type
13578|associated_with|ENCODE cCRE|000165:CHR1_909998_910345|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
13578|associated_with|ENCODE cCRE|000165:CHR1_909998_910345|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
13409|associated_with|ENCODE cCRE|000165:CHR1_910346_910514|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
13409|associated_with|ENCODE cCRE|000165:CHR1_910346_910514|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
12955|associated_with|ENCODE cCRE|000165:CHR1_910643_910968|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
12955|associated_with|ENCODE cCRE|000165:CHR1_910643_910968|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
12784|associated_with|ENCODE cCRE|000165:CHR1_910982_911139|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
12784|associated_with|ENCODE cCRE|000165:CHR1_910982_911139|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
12154|associated_with|ENCODE cCRE|000165:CHR1_911568_911769|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
12154|associated_with|ENCODE cCRE|000165:CHR1_911568_911769|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
11778|associated_with|ENCODE cCRE|000165:CHR1_911952_912145|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
11778|associated_with|ENCODE cCRE|000165:CHR1_911952_912145|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
11436|associated_with|ENCODE cCRE|000165:CHR1_912147_912487|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
11436|associated_with|ENCODE cCRE|000165:CHR1_912147_912487|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
10867|associated_with|ENCODE cCRE|000165:CHR1_912719_913056|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
10867|associated_with|ENCODE cCRE|000165:CHR1_912719_913056|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
10586|associated_with|ENCODE cCRE|000165:CHR1_913065_913337|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
10586|associated_with|ENCODE cCRE|000165:CHR1_913065_913337|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
10292|associated_with|ENCODE cCRE|000165:CHR1_913425_913631|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
10292|associated_with|ENCODE cCRE|000165:CHR1_913425_913631|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
9900|associated_with|ENCODE cCRE|000165:CHR1_913770_914023|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
9900|associated_with|ENCODE cCRE|000165:CHR1_913770_914023|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
9425|associated_with|ENCODE cCRE|000165:CHR1_914344_914498|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
9425|associated_with|ENCODE cCRE|000165:CHR1_914344_914498|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
8596|associated_with|ENCODE cCRE|000165:CHR1_914990_915327|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
8596|associated_with|ENCODE cCRE|000165:CHR1_914990_915327|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
8144|associated_with|ENCODE cCRE|000165:CHR1_915474_915779|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
8144|associated_with|ENCODE cCRE|000165:CHR1_915474_915779|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
7969|associated_with|ENCODE cCRE|000165:CHR1_915796_915954|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
7969|associated_with|ENCODE cCRE|000165:CHR1_915796_915954|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
6044|associated_with|ENCODE cCRE|000165:CHR1_917558_917879|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
6044|associated_with|ENCODE cCRE|000165:CHR1_917558_917879|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
5852|associated_with|ENCODE cCRE|000165:CHR1_917898_918071|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
5852|associated_with|ENCODE cCRE|000165:CHR1_917898_918071|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
5617|associated_with|ENCODE cCRE|000165:CHR1_918085_918306|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
5617|associated_with|ENCODE cCRE|000165:CHR1_918085_918306|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
5287|associated_with|ENCODE cCRE|000165:CHR1_918326_918636|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
5287|associated_with|ENCODE cCRE|000165:CHR1_918326_918636|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
4970|associated_with|ENCODE cCRE|000165:CHR1_918746_918953|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
4970|associated_with|ENCODE cCRE|000165:CHR1_918746_918953|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
4762|associated_with|ENCODE cCRE|000165:CHR1_918985_919161|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
4762|associated_with|ENCODE cCRE|000165:CHR1_918985_919161|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
3822|associated_with|ENCODE cCRE|000165:CHR1_919795_920101|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
3822|associated_with|ENCODE cCRE|000165:CHR1_919795_920101|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
3516|associated_with|ENCODE cCRE|000165:CHR1_920166_920407|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
3516|associated_with|ENCODE cCRE|000165:CHR1_920166_920407|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
2998|associated_with|ENCODE cCRE|000165:CHR1_920575_920925|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
2998|associated_with|ENCODE cCRE|000165:CHR1_920575_920925|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
2562|associated_with|ENCODE cCRE|000165:CHR1_921185_921361|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
2562|associated_with|ENCODE cCRE|000165:CHR1_921185_921361|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
2281|associated_with|ENCODE cCRE|000165:CHR1_921480_921642|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
2281|associated_with|ENCODE cCRE|000165:CHR1_921480_921642|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
1605|associated_with|ENCODE cCRE|000165:CHR1_922061_922318|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
1605|associated_with|ENCODE cCRE|000165:CHR1_922061_922318|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
1025|associated_with|ENCODE cCRE|000165:CHR1_922637_922898|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
1025|associated_with|ENCODE cCRE|000165:CHR1_922637_922898|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
628|associated_with|ENCODE cCRE|000165:CHR1_923132_923295|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
628|associated_with|ENCODE cCRE|000165:CHR1_923132_923295|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
312|associated_with|ENCODE cCRE|000165:CHR1_923369_923611|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
312|associated_with|ENCODE cCRE|000165:CHR1_923369_923611|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
317|associated_with|ENCODE cCRE|000165:CHR1_924240_924397|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
317|associated_with|ENCODE cCRE|000165:CHR1_924240_924397|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
545|associated_with|ENCODE cCRE|000165:CHR1_924468_924673|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
545|associated_with|ENCODE cCRE|000165:CHR1_924468_924673|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
635|associated_with|ENCODE cCRE|000165:CHR1_924803_925096|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
432|associated_with|ENCODE cCRE|000165:CHR1_925109_925299|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
154|associated_with|ENCODE cCRE|000165:CHR1_925885_926147|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
500|associated_with|ENCODE cCRE|000165:CHR1_926231_926502|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
823|associated_with|ENCODE cCRE|000165:CHR1_926554_926755|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
1147|associated_with|ENCODE cCRE|000165:CHR1_926878_927065|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
1530|associated_with|ENCODE cCRE|000165:CHR1_927261_927499|enhancer|https://screen.wenglab.org/downloads|ENSG00000187634|gene
1574|associated_with|ENCODE cCRE|000165:CHR1_957348_957682|enhancer|https://screen.wenglab.org/downloads|ENSG00000188976|gene
1000|associated_with|ENCODE cCRE|000165:CHR1_958003_958256|enhancer|https://screen.wenglab.org/downloads|ENSG00000188976|gene
293|associated_with|ENCODE cCRE|000165:CHR1_958768_958963|enhancer|https://screen.wenglab.org/downloads|ENSG00000188976|gene
363|associated_with|ENCODE cCRE|000165:CHR1_959619_959780|enhancer|https://screen.wenglab.org/downloads|ENSG00000188976|gene
506|associated_with|ENCODE cCRE|000165:CHR1_959865_960078|enhancer|https://screen.wenglab.org/downloads|ENSG00000187961|gene
233|associated_with|ENCODE cCRE|000165:CHR1_960157_960351|enhancer|https://screen.wenglab.org/downloads|ENSG00000187961|gene
219|associated_with|ENCODE cCRE|000165:CHR1_960803_961061|enhancer|https://screen.wenglab.org/downloads|ENSG00000187961|gene
593|associated_with|ENCODE cCRE|000165:CHR1_961177_961477|enhancer|https://screen.wenglab.org/downloads|ENSG00000187961|gene
922|associated_with|ENCODE cCRE|000165:CHR1_961506_961847|enhancer|https://screen.wenglab.org/downloads|ENSG00000187961|gene
1778|associated_with|ENCODE cCRE|000165:CHR1_962362_962645|enhancer|https://screen.wenglab.org/downloads|ENSG00000187961|gene
1245|associated_with|ENCODE cCRE|000165:CHR1_965028_965237|enhancer|https://screen.wenglab.org/downloads|ENSG00000187583|gene
921|associated_with|ENCODE cCRE|000165:CHR1_965270_965561|enhancer|https://screen.wenglab.org/downloads|ENSG00000187583|gene
399|associated_with|ENCODE cCRE|000165:CHR1_965824_966083|enhancer|https://screen.wenglab.org/downloads|ENSG00000187583|gene
220|associated_with|ENCODE cCRE|000165:CHR1_966095_966262|enhancer|https://screen.wenglab.org/downloads|ENSG00000187583|gene
147|associated_with|ENCODE cCRE|000165:CHR1_966649_966799|enhancer|https://screen.wenglab.org/downloads|ENSG00000187583|gene
147|associated_with|ENCODE cCRE|000165:CHR1_966649_966799|enhancer|https://screen.wenglab.org/downloads|ENSG00000187583|gene
326|associated_with|ENCODE cCRE|000165:CHR1_966828_967178|enhancer|https://screen.wenglab.org/downloads|ENSG00000187583|gene
326|associated_with|ENCODE cCRE|000165:CHR1_966828_967178|enhancer|https://screen.wenglab.org/downloads|ENSG00000187583|gene
682|associated_with|ENCODE cCRE|000165:CHR1_967184_967420|enhancer|https://screen.wenglab.org/downloads|ENSG00000187583|gene
682|associated_with|ENCODE cCRE|000165:CHR1_967184_967420|enhancer|https://screen.wenglab.org/downloads|ENSG00000187583|gene
931|associated_with|ENCODE cCRE|000165:CHR1_967433_967598|enhancer|https://screen.wenglab.org/downloads|ENSG00000187583|gene
931|associated_with|ENCODE cCRE|000165:CHR1_967433_967598|enhancer|https://screen.wenglab.org/downloads|ENSG00000187583|gene
1161|associated_with|ENCODE cCRE|000165:CHR1_967663_967851|enhancer|https://screen.wenglab.org/downloads|ENSG00000187583|gene
1161|associated_with|ENCODE cCRE|000165:CHR1_967663_967851|enhancer|https://screen.wenglab.org/downloads|ENSG00000187583|gene
1553|associated_with|ENCODE cCRE|000165:CHR1_968055_968281|enhancer|https://screen.wenglab.org/downloads|ENSG00000187583|gene
1553|associated_with|ENCODE cCRE|000165:CHR1_968055_968281|enhancer|https://screen.wenglab.org/downloads|ENSG00000187583|gene
1733|associated_with|ENCODE cCRE|000165:CHR1_980014_980360|enhancer|https://screen.wenglab.org/downloads|ENSG00000187642|gene
1733|associated_with|ENCODE cCRE|000165:CHR1_980014_980360|enhancer|https://screen.wenglab.org/downloads|ENSG00000187642|gene
1093|associated_with|ENCODE cCRE|000165:CHR1_980650_981000|enhancer|https://screen.wenglab.org/downloads|ENSG00000187642|gene
1093|associated_with|ENCODE cCRE|000165:CHR1_980650_981000|enhancer|https://screen.wenglab.org/downloads|ENSG00000187642|gene
853|associated_with|ENCODE cCRE|000165:CHR1_981075_981240|enhancer|https://screen.wenglab.org/downloads|ENSG00000187642|gene
853|associated_with|ENCODE cCRE|000165:CHR1_981075_981240|enhancer|https://screen.wenglab.org/downloads|ENSG00000187642|gene
292|associated_with|ENCODE cCRE|000165:CHR1_981465_981801|enhancer|https://screen.wenglab.org/downloads|ENSG00000187642|gene
292|associated_with|ENCODE cCRE|000165:CHR1_981465_981801|enhancer|https://screen.wenglab.org/downloads|ENSG00000187642|gene
471|associated_with|ENCODE cCRE|000165:CHR1_982588_982869|enhancer|https://screen.wenglab.org/downloads|ENSG00000187642|gene
805|associated_with|ENCODE cCRE|000165:CHR1_982922_983236|enhancer|https://screen.wenglab.org/downloads|ENSG00000187642|gene
1581|associated_with|ENCODE cCRE|000165:CHR1_983698_984043|enhancer|https://screen.wenglab.org/downloads|ENSG00000187642|gene
3644|associated_with|ENCODE cCRE|000165:CHR1_996136_996337|enhancer|https://screen.wenglab.org/downloads|ENSG00000188290|gene
3407|associated_with|ENCODE cCRE|000165:CHR1_996415_996574|enhancer|https://screen.wenglab.org/downloads|ENSG00000188290|gene
2966|associated_with|ENCODE cCRE|000165:CHR1_996864_997015|enhancer|https://screen.wenglab.org/downloads|ENSG00000188290|gene
2655|associated_with|ENCODE cCRE|000165:CHR1_997047_997326|enhancer|https://screen.wenglab.org/downloads|ENSG00000188290|gene
2342|associated_with|ENCODE cCRE|000165:CHR1_997440_997639|enhancer|https://screen.wenglab.org/downloads|ENSG00000188290|gene
1582|associated_with|ENCODE cCRE|000165:CHR1_998171_998399|enhancer|https://screen.wenglab.org/downloads|ENSG00000188290|gene
1430|associated_with|ENCODE cCRE|000165:CHR1_998400_998551|enhancer|https://screen.wenglab.org/downloads|ENSG00000188290|gene
1092|associated_with|ENCODE cCRE|000165:CHR1_998580_998889|enhancer|https://screen.wenglab.org/downloads|ENSG00000188290|gene
886|associated_with|ENCODE cCRE|000165:CHR1_998894_999095|enhancer|https://screen.wenglab.org/downloads|ENSG00000188290|gene
571|associated_with|ENCODE cCRE|000165:CHR1_999227_999410|enhancer|https://screen.wenglab.org/downloads|ENSG00000188290|gene
236|associated_with|ENCODE cCRE|000165:CHR1_999477_999745|enhancer|https://screen.wenglab.org/downloads|ENSG00000188290|gene
329|associated_with|ENCODE cCRE|000165:CHR1_1000501_1000671|enhancer|https://screen.wenglab.org/downloads|ENSG00000188290|gene
81|associated_with|ENCODE cCRE|000165:CHR1_1000720_1001057|enhancer|https://screen.wenglab.org/downloads|ENSG00000187608|gene
234|associated_with|ENCODE cCRE|000165:CHR1_1001372_1001643|enhancer|https://screen.wenglab.org/downloads|ENSG00000187608|gene
514|associated_with|ENCODE cCRE|000165:CHR1_1001652_1001812|enhancer|https://screen.wenglab.org/downloads|ENSG00000187608|gene
687|associated_with|ENCODE cCRE|000165:CHR1_1001825_1002151|enhancer|https://screen.wenglab.org/downloads|ENSG00000187608|gene
1031|associated_with|ENCODE cCRE|000165:CHR1_1002169_1002331|enhancer|https://screen.wenglab.org/downloads|ENSG00000187608|gene
5046|associated_with|ENCODE cCRE|000165:CHR1_1006184_1006342|enhancer|https://screen.wenglab.org/downloads|ENSG00000187608|gene
5217|associated_with|ENCODE cCRE|000165:CHR1_1006355_1006516|enhancer|https://screen.wenglab.org/downloads|ENSG00000187608|gene
5378|associated_with|ENCODE cCRE|000165:CHR1_1006516_1006805|enhancer|https://screen.wenglab.org/downloads|ENSG00000187608|gene
5687|associated_with|ENCODE cCRE|000165:CHR1_1006825_1007127|enhancer|https://screen.wenglab.org/downloads|ENSG00000187608|gene
5725|associated_with|ENCODE cCRE|000165:CHR1_1007527_1007772|enhancer|https://screen.wenglab.org/downloads|ENSG00000187608|gene
4488|associated_with|ENCODE cCRE|000165:CHR1_1008755_1009009|enhancer|https://screen.wenglab.org/downloads|ENSG00000187608|gene
4064|associated_with|ENCODE cCRE|000165:CHR1_1009157_1009433|enhancer|https://screen.wenglab.org/downloads|ENSG00000187608|gene
1742|associated_with|ENCODE cCRE|000165:CHR1_1011516_1011755|enhancer|https://screen.wenglab.org/downloads|ENSG00000187608|gene
940|associated_with|ENCODE cCRE|000165:CHR1_1012305_1012557|enhancer|https://screen.wenglab.org/downloads|ENSG00000187608|gene
417|associated_with|ENCODE cCRE|000165:CHR1_1012759_1013080|enhancer|https://screen.wenglab.org/downloads|ENSG00000187608|gene
187|associated_with|ENCODE cCRE|000165:CHR1_1013684_1013835|enhancer|https://screen.wenglab.org/downloads|ENSG00000187608|gene
363|associated_with|ENCODE cCRE|000165:CHR1_1013860_1014072|enhancer|https://screen.wenglab.org/downloads|ENSG00000187608|gene
602|associated_with|ENCODE cCRE|000165:CHR1_1014099_1014291|enhancer|https://screen.wenglab.org/downloads|ENSG00000187608|gene
811|associated_with|ENCODE cCRE|000165:CHR1_1014308_1014656|enhancer|https://screen.wenglab.org/downloads|ENSG00000187608|gene
1244|associated_with|ENCODE cCRE|000165:CHR1_1014741_1014968|enhancer|https://screen.wenglab.org/downloads|ENSG00000187608|gene
1503|associated_with|ENCODE cCRE|000165:CHR1_1015000_1015292|enhancer|https://screen.wenglab.org/downloads|ENSG00000187608|gene
1666|associated_with|ENCODE cCRE|000165:CHR1_1018280_1018454|enhancer|https://screen.wenglab.org/downloads|ENSG00000188157|gene
1404|associated_with|ENCODE cCRE|000165:CHR1_1018502_1018716|enhancer|https://screen.wenglab.org/downloads|ENSG00000188157|gene
1157|associated_with|ENCODE cCRE|000165:CHR1_1018812_1018963|enhancer|https://screen.wenglab.org/downloads|ENSG00000188157|gene
814|associated_with|ENCODE cCRE|000165:CHR1_1019085_1019306|enhancer|https://screen.wenglab.org/downloads|ENSG00000188157|gene
400|associated_with|ENCODE cCRE|000165:CHR1_1019375_1019720|enhancer|https://screen.wenglab.org/downloads|ENSG00000188157|gene
385|associated_with|ENCODE cCRE|000165:CHR1_1020508_1020768|enhancer|https://screen.wenglab.org/downloads|ENSG00000188157|gene
668|associated_with|ENCODE cCRE|000165:CHR1_1020791_1020967|enhancer|https://screen.wenglab.org/downloads|ENSG00000188157|gene
958|associated_with|ENCODE cCRE|000165:CHR1_1021081_1021429|enhancer|https://screen.wenglab.org/downloads|ENSG00000188157|gene
1391|associated_with|ENCODE cCRE|000165:CHR1_1021514_1021738|enhancer|https://screen.wenglab.org/downloads|ENSG00000188157|gene
1784|associated_with|ENCODE cCRE|000165:CHR1_1021907_1022134|enhancer|https://screen.wenglab.org/downloads|ENSG00000188157|gene
20971|associated_with|ENCODE cCRE|000165:CHR1_1053134_1053335|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
19668|associated_with|ENCODE cCRE|000165:CHR1_1054425_1054638|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
18074|associated_with|ENCODE cCRE|000165:CHR1_1055954_1056232|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
17735|associated_with|ENCODE cCRE|000165:CHR1_1056234_1056571|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
17485|associated_with|ENCODE cCRE|000165:CHR1_1056653_1056821|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
16072|associated_with|ENCODE cCRE|000165:CHR1_1058036_1058234|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
15725|associated_with|ENCODE cCRE|000165:CHR1_1058319_1058581|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
15378|associated_with|ENCODE cCRE|000165:CHR1_1058764_1058928|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
15091|associated_with|ENCODE cCRE|000165:CHR1_1059039_1059215|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
14857|associated_with|ENCODE cCRE|000165:CHR1_1059253_1059449|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
14316|associated_with|ENCODE cCRE|000165:CHR1_1059837_1059990|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
13680|associated_with|ENCODE cCRE|000165:CHR1_1060292_1060626|enhancer|https://screen.wenglab.org/downloads|ENSG00000237330|gene
