db_reference|evidence|label|qualifier|source|source_id|source_type|source_url|target_id|target_type
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a075b734|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0071918|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a087wsx0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a087wsy4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a087wsy6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a087wsz0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a087wsz9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a087wt01|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""PMID:12682246""]"|IEP|involved_in|"[""involved_in""]"|GO|a0a087wt01|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0006955|biological_process
"[""PMID:12682246""]"|IEP|involved_in|"[""involved_in""]"|GO|a0a087wt01|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0050830|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a087wt02|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a087wt03|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a087wth5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0098915|biological_process
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a087wuv0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0006355|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a087wv62|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a087ww87|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0a087wxm9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007060|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0a087wxm9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0010789|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0a087wxm9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0016321|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0a087wxm9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045143|biological_process
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|GO|a0a087wxm9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0051754|biological_process
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a087wzk3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0006355|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a087x0k7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a087x0m5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a087x1c1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007015|biological_process
"[""PMID:15051713""]"|IDA|involved_in|"[""involved_in""]"|GO|a0a087x1c5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0006805|biological_process
"[""PMID:15051713""]"|IDA|involved_in|"[""involved_in""]"|GO|a0a087x1c5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0042178|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a096lnp1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0042742|biological_process
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a096lnp1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045087|biological_process
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a096lp49|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0034453|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a096lp55|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_1902600|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a096lpk9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007186|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a096lpk9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0050911|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a0mrz7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a0mrz8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a0mrz9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a0ms00|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a0ms01|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a0ms02|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a0ms03|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a0ms04|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a0ms05|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a0ms06|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a0ms14|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a0ms15|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a0mt36|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a0mt70|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a0mt76|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a0mt78|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a0mt87|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a0mt89|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a0mt94|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a0mta4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a0mta7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a6yyc5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a6yyd4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a6yyg2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a6yyg3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a6yyj7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a6yyk1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a6yyk4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a6yyk6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0a6yyk7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j1t7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0007178|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j1u3|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j1u4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j1u4|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0045087|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j1u6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j1u7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j1v0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j1v1|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j1v2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j1v6|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j1v7|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j1x5|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j1x8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j1y8|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j1y9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j1z2|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j200|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j234|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j235|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j237|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j238|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j240|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j241|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j244|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j245|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j248|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j249|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j262|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j263|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j264|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j265|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j266|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j268|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j271|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j272|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j273|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j274|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j275|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j276|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j277|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j279|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j280|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j2d9|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j2e0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0002250|biological_process
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|GO|a0a0b4j2f0|protein|http://geneontology.org/gene-associations/goa_human.gaf.gz|go_0006986|biological_process
