label|score|source|source_id|source_type|source_url|target_id|target_type
binds_to|0.619|ENCODE|ensg00000276644|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_52086_52230_grch38|tfbs
binds_to|0.121|ENCODE|ensg00000168795|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_83732_84112_grch38|tfbs
binds_to|0.073|ENCODE|ensg00000121864|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_83802_84252_grch38|tfbs
binds_to|0.345|ENCODE|ensg00000102974|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_90880_91781_grch38|tfbs
binds_to|0.125|ENCODE|ensg00000147862|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_90966_91346_grch38|tfbs
binds_to|0.266|ENCODE|ensg00000141905|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_91001_91316_grch38|tfbs
binds_to|0.275|ENCODE|ensg00000164754|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_91343_91662_grch38|tfbs
binds_to|0.208|ENCODE|ensg00000108055|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_91367_91641_grch38|tfbs
binds_to|0.212|ENCODE|ensg00000102974|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_104816_105126_grch38|tfbs
binds_to|0.182|ENCODE|ensg00000100393|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_109110_109239_grch38|tfbs
binds_to|0.191|ENCODE|ensg00000127616|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_115465_115975_grch38|tfbs
binds_to|0.071|ENCODE|ensg00000141905|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_115508_115952_grch38|tfbs
binds_to|0.102|ENCODE|ensg00000120738|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_115555_115935_grch38|tfbs
binds_to|0.539|ENCODE|ensg00000116017|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_115564_115904_grch38|tfbs
binds_to|0.117|ENCODE|ensg00000149480|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_115565_115905_grch38|tfbs
binds_to|0.179|ENCODE|ensg00000100393|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_115578_115894_grch38|tfbs
binds_to|0.225|ENCODE|ensg00000129993|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_115598_115865_grch38|tfbs
binds_to|0.196|ENCODE|ensg00000049618|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_115601_115871_grch38|tfbs
binds_to|0.211|ENCODE|ensg00000141027|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_115635_115792_grch38|tfbs
binds_to|0.127|ENCODE|ensg00000078699|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_115644_115807_grch38|tfbs
binds_to|0.104|ENCODE|ensg00000140262|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_115662_115801_grch38|tfbs
binds_to|0.081|ENCODE|ensg00000162367|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_115685_115800_grch38|tfbs
binds_to|0.17|ENCODE|ensg00000205903|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_118567_118761_grch38|tfbs
binds_to|0.306|ENCODE|ensg00000177485|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_135116_135256_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000175745|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136323_137048_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000120738|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136350_137019_grch38|tfbs
binds_to|0.008|ENCODE|ensg00000106459|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136454_137004_grch38|tfbs
binds_to|0.169|ENCODE|ensg00000070444|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136460_136980_grch38|tfbs
binds_to|0.115|ENCODE|ensg00000170653|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136465_137015_grch38|tfbs
binds_to|0.519|ENCODE|ensg00000133884|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136478_136968_grch38|tfbs
binds_to|0.098|ENCODE|ensg00000128272|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136493_136943_grch38|tfbs
binds_to|0.356|ENCODE|ensg00000057935|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136501_137025_grch38|tfbs
binds_to|0.262|ENCODE|ensg00000116478|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136501_137017_grch38|tfbs
binds_to|0.506|ENCODE|ensg00000170322|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136502_137062_grch38|tfbs
binds_to|0.392|ENCODE|ensg00000141027|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136508_136918_grch38|tfbs
binds_to|0.218|ENCODE|ensg00000177485|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136520_136976_grch38|tfbs
binds_to|0.304|ENCODE|ensg00000073584|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136525_137041_grch38|tfbs
binds_to|0.246|ENCODE|ensg00000114315|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136531_136895_grch38|tfbs
binds_to|0.026|ENCODE|ensg00000160199|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136531_136987_grch38|tfbs
binds_to|0.156|ENCODE|ensg00000182979|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136532_136972_grch38|tfbs
binds_to|0.175|ENCODE|ensg00000084676|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136541_136951_grch38|tfbs
binds_to|0.26|ENCODE|ensg00000196591|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136544_136960_grch38|tfbs
binds_to|0.257|ENCODE|ensg00000171467|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136555_136975_grch38|tfbs
binds_to|0.139|ENCODE|ensg00000120798|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136556_136963_grch38|tfbs
binds_to|0.213|ENCODE|ensg00000143437|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136573_136929_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000121864|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136575_136954_grch38|tfbs
binds_to|0.312|ENCODE|ensg00000181472|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136584_137008_grch38|tfbs
binds_to|0.693|ENCODE|ensg00000122779|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136588_136912_grch38|tfbs
binds_to|0.384|ENCODE|ensg00000028310|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136591_137031_grch38|tfbs
binds_to|0.801|ENCODE|ensg00000173153|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136591_136924_grch38|tfbs
binds_to|0.118|ENCODE|ensg00000181222|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_136656_136881_grch38|tfbs
binds_to|0.391|ENCODE|ensg00000185551|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_180685_181101_grch38|tfbs
binds_to|0.253|ENCODE|ensg00000147421|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_180723_180988_grch38|tfbs
binds_to|0.758|ENCODE|ensg00000104320|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_180813_181093_grch38|tfbs
binds_to|0.47|ENCODE|ensg00000102974|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_181217_182275_grch38|tfbs
binds_to|0.609|ENCODE|ensg00000143379|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_181236_181696_grch38|tfbs
binds_to|0.354|ENCODE|ensg00000177485|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_181287_181535_grch38|tfbs
binds_to|0.45|ENCODE|ensg00000106459|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_181303_181669_grch38|tfbs
binds_to|0.159|ENCODE|ensg00000095794|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_181336_181636_grch38|tfbs
binds_to|0.13|ENCODE|ensg00000100320|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_181372_181592_grch38|tfbs
binds_to|0.18|ENCODE|ensg00000170345|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_184256_184676_grch38|tfbs
binds_to|0.155|ENCODE|ensg00000107485|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_184263_184739_grch38|tfbs
binds_to|0.514|ENCODE|ensg00000141905|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_184366_184655_grch38|tfbs
binds_to|0.82|ENCODE|ensg00000147862|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_184373_184669_grch38|tfbs
binds_to|0.071|ENCODE|ensg00000181222|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_185465_185961_grch38|tfbs
binds_to|0.06|ENCODE|ensg00000102974|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_185999_186699_grch38|tfbs
binds_to|0.11|ENCODE|ensg00000119950|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_191157_191757_grch38|tfbs
binds_to|0.408|ENCODE|ensg00000181222|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_191165_191716_grch38|tfbs
binds_to|0.319|ENCODE|ensg00000100393|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_191352_191592_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000102974|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_267607_268636_grch38|tfbs
binds_to|0.458|ENCODE|ensg00000132274|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_267782_268226_grch38|tfbs
binds_to|0.256|ENCODE|ensg00000132024|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_267801_268241_grch38|tfbs
binds_to|0.043|ENCODE|ensg00000134107|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_267806_268206_grch38|tfbs
binds_to|0.633|ENCODE|ensg00000164754|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_267855_268252_grch38|tfbs
binds_to|0.471|ENCODE|ensg00000139687|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_267856_268172_grch38|tfbs
binds_to|0.645|ENCODE|ensg00000108055|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_267862_268259_grch38|tfbs
binds_to|0.448|ENCODE|ensg00000084093|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_267898_268190_grch38|tfbs
binds_to|0.608|ENCODE|ensg00000153147|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_267950_268054_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000189079|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_267967_268096_grch38|tfbs
binds_to|0.129|ENCODE|ensg00000128272|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_271240_271439_grch38|tfbs
binds_to|0.281|ENCODE|ensg00000205903|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_273827_274075_grch38|tfbs
binds_to|0.518|ENCODE|ensg00000198517|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_273880_274034_grch38|tfbs
binds_to|0.1|ENCODE|ensg00000102974|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_281483_281577_grch38|tfbs
binds_to|0.183|ENCODE|ensg00000100393|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_285458_285974_grch38|tfbs
binds_to|0.494|ENCODE|ensg00000102974|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_585779_586609_grch38|tfbs
binds_to|0.494|ENCODE|ensg00000104320|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_585942_586402_grch38|tfbs
binds_to|0.446|ENCODE|ensg00000189079|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_586010_586350_grch38|tfbs
binds_to|0.64|ENCODE|ensg00000139687|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_586036_586352_grch38|tfbs
binds_to|0.199|ENCODE|ensg00000084093|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_586065_586282_grch38|tfbs
binds_to|0.056|ENCODE|ensg00000102974|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_586787_587632_grch38|tfbs
binds_to|0.092|ENCODE|ensg00000125798|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_591060_591460_grch38|tfbs
binds_to|0.137|ENCODE|ensg00000070444|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_598763_599147_grch38|tfbs
binds_to|0.276|ENCODE|ensg00000125798|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_598838_599055_grch38|tfbs
binds_to|0.241|ENCODE|ensg00000183495|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_605028_605732_grch38|tfbs
binds_to|0.093|ENCODE|ensg00000181222|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_605047_605707_grch38|tfbs
binds_to|0.473|ENCODE|ensg00000121481|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_605116_605716_grch38|tfbs
binds_to|0.401|ENCODE|ensg00000166716|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_605126_605710_grch38|tfbs
binds_to|0.097|ENCODE|ensg00000162419|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_605128_605704_grch38|tfbs
binds_to|0.227|ENCODE|ensg00000177485|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_605146_605602_grch38|tfbs
binds_to|0.235|ENCODE|ensg00000116478|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_605149_605665_grch38|tfbs
binds_to|0.094|ENCODE|ensg00000141905|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_605162_605606_grch38|tfbs
binds_to|0.581|ENCODE|ensg00000100395|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_605172_605561_grch38|tfbs
binds_to|0.104|ENCODE|ensg00000121864|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_605188_605638_grch38|tfbs
binds_to|0.947|ENCODE|ensg00000174197|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_605195_605581_grch38|tfbs
binds_to|0.205|ENCODE|ensg00000125952|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_605207_605603_grch38|tfbs
binds_to|0.244|ENCODE|ensg00000205903|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_605226_605443_grch38|tfbs
binds_to|0.235|ENCODE|ensg00000106459|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_605240_605766_grch38|tfbs
binds_to|0.186|ENCODE|ensg00000102974|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_608821_609556_grch38|tfbs
binds_to|0.591|ENCODE|ensg00000177485|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_609228_609467_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000177485|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_610552_610963_grch38|tfbs
binds_to|0.505|ENCODE|ensg00000102974|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_610588_610840_grch38|tfbs
binds_to|0.174|ENCODE|ensg00000136603|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_629594_630084_grch38|tfbs
binds_to|0.02|ENCODE|ensg00000170325|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_629695_630099_grch38|tfbs
binds_to|0.341|ENCODE|ensg00000140265|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_629716_630000_grch38|tfbs
binds_to|0.067|ENCODE|ensg00000198824|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_629716_630160_grch38|tfbs
binds_to|0.082|ENCODE|ensg00000167967|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_629750_629917_grch38|tfbs
binds_to|0.137|ENCODE|ensg00000102974|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_632101_632565_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000102974|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633776_634260_grch38|tfbs
binds_to|0.498|ENCODE|ensg00000169554|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633791_634247_grch38|tfbs
binds_to|0.459|ENCODE|ensg00000084676|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633795_634245_grch38|tfbs
binds_to|0.578|ENCODE|ensg00000120690|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633797_634241_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000153147|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633812_634228_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000139687|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633814_634224_grch38|tfbs
binds_to|0.814|ENCODE|ensg00000130382|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633822_634218_grch38|tfbs
binds_to|0.917|ENCODE|ensg00000181222|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633824_634252_grch38|tfbs
binds_to|0.528|ENCODE|ensg00000129173|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633833_634209_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000156273|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633841_634197_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000140262|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633850_634190_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000104320|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633861_634173_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000172493|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633871_634163_grch38|tfbs
binds_to|1.0|ENCODE|ensg00000198824|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633873_634162_grch38|tfbs
binds_to|0.407|ENCODE|ensg00000140265|gene|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|chr1_633877_634161_grch38|tfbs
