id|chr|end|label|source|source_url|start
chr1_135116_135256_grch38|chr1|135256|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|135116
chr1_136323_137048_grch38|chr1|137048|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136323
chr1_136350_137019_grch38|chr1|137019|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136350
chr1_136454_137004_grch38|chr1|137004|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136454
chr1_136460_136980_grch38|chr1|136980|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136460
chr1_136465_137015_grch38|chr1|137015|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136465
chr1_136478_136968_grch38|chr1|136968|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136478
chr1_136493_136943_grch38|chr1|136943|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136493
chr1_136501_137025_grch38|chr1|137025|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136501
chr1_136501_137017_grch38|chr1|137017|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136501
chr1_136502_137062_grch38|chr1|137062|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136502
chr1_136508_136918_grch38|chr1|136918|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136508
chr1_136520_136976_grch38|chr1|136976|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136520
chr1_136525_137041_grch38|chr1|137041|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136525
chr1_136531_136895_grch38|chr1|136895|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136531
chr1_136531_136987_grch38|chr1|136987|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136531
chr1_136532_136972_grch38|chr1|136972|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136532
chr1_136541_136951_grch38|chr1|136951|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136541
chr1_136544_136960_grch38|chr1|136960|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136544
chr1_136555_136975_grch38|chr1|136975|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136555
chr1_136556_136963_grch38|chr1|136963|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136556
chr1_136573_136929_grch38|chr1|136929|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136573
chr1_136575_136954_grch38|chr1|136954|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136575
chr1_136584_137008_grch38|chr1|137008|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136584
chr1_136588_136912_grch38|chr1|136912|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136588
chr1_136591_137031_grch38|chr1|137031|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136591
chr1_136591_136924_grch38|chr1|136924|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136591
chr1_136656_136881_grch38|chr1|136881|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|136656
chr1_180685_181101_grch38|chr1|181101|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|180685
chr1_180723_180988_grch38|chr1|180988|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|180723
chr1_180813_181093_grch38|chr1|181093|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|180813
chr1_181217_182275_grch38|chr1|182275|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|181217
chr1_181236_181696_grch38|chr1|181696|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|181236
chr1_181287_181535_grch38|chr1|181535|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|181287
chr1_181303_181669_grch38|chr1|181669|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|181303
chr1_181336_181636_grch38|chr1|181636|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|181336
chr1_181372_181592_grch38|chr1|181592|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|181372
chr1_184256_184676_grch38|chr1|184676|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|184256
chr1_184263_184739_grch38|chr1|184739|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|184263
chr1_184366_184655_grch38|chr1|184655|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|184366
chr1_184373_184669_grch38|chr1|184669|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|184373
chr1_185465_185961_grch38|chr1|185961|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|185465
chr1_185999_186699_grch38|chr1|186699|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|185999
chr1_191157_191757_grch38|chr1|191757|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|191157
chr1_191165_191716_grch38|chr1|191716|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|191165
chr1_191352_191592_grch38|chr1|191592|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|191352
chr1_267607_268636_grch38|chr1|268636|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|267607
chr1_267782_268226_grch38|chr1|268226|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|267782
chr1_267801_268241_grch38|chr1|268241|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|267801
chr1_267806_268206_grch38|chr1|268206|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|267806
chr1_267855_268252_grch38|chr1|268252|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|267855
chr1_267856_268172_grch38|chr1|268172|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|267856
chr1_267862_268259_grch38|chr1|268259|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|267862
chr1_267898_268190_grch38|chr1|268190|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|267898
chr1_267950_268054_grch38|chr1|268054|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|267950
chr1_267967_268096_grch38|chr1|268096|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|267967
chr1_271240_271439_grch38|chr1|271439|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|271240
chr1_273827_274075_grch38|chr1|274075|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|273827
chr1_273867_274107_grch38|chr1|274107|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|273867
chr1_273880_274034_grch38|chr1|274034|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|273880
chr1_281483_281577_grch38|chr1|281577|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|281483
chr1_285458_285974_grch38|chr1|285974|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|285458
chr1_585779_586609_grch38|chr1|586609|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|585779
chr1_585942_586402_grch38|chr1|586402|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|585942
chr1_586010_586350_grch38|chr1|586350|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|586010
chr1_586036_586352_grch38|chr1|586352|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|586036
chr1_586065_586282_grch38|chr1|586282|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|586065
chr1_586787_587632_grch38|chr1|587632|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|586787
chr1_591060_591460_grch38|chr1|591460|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|591060
chr1_598763_599147_grch38|chr1|599147|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|598763
chr1_598838_599055_grch38|chr1|599055|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|598838
chr1_605028_605732_grch38|chr1|605732|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|605028
chr1_605047_605707_grch38|chr1|605707|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|605047
chr1_605116_605716_grch38|chr1|605716|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|605116
chr1_605126_605710_grch38|chr1|605710|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|605126
chr1_605128_605704_grch38|chr1|605704|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|605128
chr1_605146_605602_grch38|chr1|605602|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|605146
chr1_605149_605665_grch38|chr1|605665|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|605149
chr1_605162_605606_grch38|chr1|605606|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|605162
chr1_605172_605561_grch38|chr1|605561|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|605172
chr1_605188_605638_grch38|chr1|605638|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|605188
chr1_605195_605581_grch38|chr1|605581|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|605195
chr1_605207_605603_grch38|chr1|605603|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|605207
chr1_605210_605502_grch38|chr1|605502|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|605210
chr1_605226_605443_grch38|chr1|605443|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|605226
chr1_605240_605766_grch38|chr1|605766|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|605240
chr1_608821_609556_grch38|chr1|609556|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|608821
chr1_609228_609467_grch38|chr1|609467|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|609228
chr1_610552_610963_grch38|chr1|610963|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|610552
chr1_610588_610840_grch38|chr1|610840|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|610588
chr1_629594_630084_grch38|chr1|630084|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|629594
chr1_629695_630099_grch38|chr1|630099|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|629695
chr1_629716_630000_grch38|chr1|630000|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|629716
chr1_629716_630160_grch38|chr1|630160|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|629716
chr1_629750_629917_grch38|chr1|629917|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|629750
chr1_632101_632565_grch38|chr1|632565|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|632101
chr1_633776_634260_grch38|chr1|634260|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633776
chr1_633791_634247_grch38|chr1|634247|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633791
chr1_633795_634245_grch38|chr1|634245|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633795
chr1_633797_634241_grch38|chr1|634241|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633797
chr1_633812_634228_grch38|chr1|634228|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633812
chr1_633814_634224_grch38|chr1|634224|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633814
chr1_633822_634218_grch38|chr1|634218|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633822
chr1_633824_634252_grch38|chr1|634252|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633824
chr1_633833_634209_grch38|chr1|634209|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633833
chr1_633841_634197_grch38|chr1|634197|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633841
chr1_633850_634190_grch38|chr1|634190|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633850
chr1_633861_634173_grch38|chr1|634173|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633861
chr1_633871_634163_grch38|chr1|634163|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633871
chr1_633873_634162_grch38|chr1|634162|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633873
chr1_633877_634161_grch38|chr1|634161|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633877
chr1_633880_634157_grch38|chr1|634157|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633880
chr1_633884_634149_grch38|chr1|634149|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633884
chr1_633885_634155_grch38|chr1|634155|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633885
chr1_633890_634140_grch38|chr1|634140|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633890
chr1_633890_634144_grch38|chr1|634144|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633890
chr1_633901_634136_grch38|chr1|634136|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633901
chr1_633902_634132_grch38|chr1|634132|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633902
chr1_633903_634133_grch38|chr1|634133|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633903
chr1_633903_634131_grch38|chr1|634131|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633903
chr1_633904_634132_grch38|chr1|634132|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633904
chr1_633906_634132_grch38|chr1|634132|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633906
chr1_633906_634131_grch38|chr1|634131|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633906
chr1_633907_634123_grch38|chr1|634123|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633907
chr1_633907_634135_grch38|chr1|634135|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633907
chr1_633908_634129_grch38|chr1|634129|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633908
chr1_633909_634123_grch38|chr1|634123|tfbs|ENCODE|https://hgdownload.soe.ucsc.edu/goldenpath/hg38/database/encRegTfbsClustered.txt.gz|633909
