chr|end|exon_id|exon_number|gene_id|id|source|source_url|start|transcript_id
chr20|9566384|ENSEMBL:ENSE00000659008|6|ENSEMBL:ENSG00000101349|ENSE00000659008|GENCODE|https://www.gencodegenes.org/human/|9565893|ENSEMBL:ENST00000378429
chr20|9563024|ENSEMBL:ENSE00001598137|7|ENSEMBL:ENSG00000101349|ENSE00001598137|GENCODE|https://www.gencodegenes.org/human/|9562891|ENSEMBL:ENST00000378429
chr20|9557734|ENSEMBL:ENSE00000859083|8|ENSEMBL:ENSG00000101349|ENSE00000859083|GENCODE|https://www.gencodegenes.org/human/|9557608|ENSEMBL:ENST00000378429
chr20|9563101|ENSEMBL:ENSE00003875467|1|ENSEMBL:ENSG00000286740|ENSE00003875467|GENCODE|https://www.gencodegenes.org/human/|9562941|ENSEMBL:ENST00000657954
chr20|9571257|ENSEMBL:ENSE00003883630|2|ENSEMBL:ENSG00000286740|ENSE00003883630|GENCODE|https://www.gencodegenes.org/human/|9570879|ENSEMBL:ENST00000657954
chr20|9575742|ENSEMBL:ENSE00001673273|1|ENSEMBL:ENSG00000232738|ENSE00001673273|GENCODE|https://www.gencodegenes.org/human/|9575608|ENSEMBL:ENST00000428769
chr20|9577689|ENSEMBL:ENSE00001682897|2|ENSEMBL:ENSG00000232738|ENSE00001682897|GENCODE|https://www.gencodegenes.org/human/|9577360|ENSEMBL:ENST00000428769
chr20|9835634|ENSEMBL:ENSE00003863098|1|ENSEMBL:ENSG00000286470|ENSE00003863098|GENCODE|https://www.gencodegenes.org/human/|9835556|ENSEMBL:ENST00000656748
chr20|9836041|ENSEMBL:ENSE00003868250|2|ENSEMBL:ENSG00000286470|ENSE00003868250|GENCODE|https://www.gencodegenes.org/human/|9835945|ENSEMBL:ENST00000656748
chr20|9873900|ENSEMBL:ENSE00003880241|3|ENSEMBL:ENSG00000286470|ENSE00003880241|GENCODE|https://www.gencodegenes.org/human/|9872240|ENSEMBL:ENST00000656748
chr20|9986519|ENSEMBL:ENSE00001736075|1|ENSEMBL:ENSG00000243961|ENSE00001736075|GENCODE|https://www.gencodegenes.org/human/|9986088|ENSEMBL:ENST00000449270
chr20|10007116|ENSEMBL:ENSE00001727795|2|ENSEMBL:ENSG00000243961|ENSE00001727795|GENCODE|https://www.gencodegenes.org/human/|10006513|ENSEMBL:ENST00000449270
chr20|9986519|ENSEMBL:ENSE00001639435|1|ENSEMBL:ENSG00000132623|ENSE00001639435|GENCODE|https://www.gencodegenes.org/human/|9986126|ENSEMBL:ENST00000437504
chr20|10043216|ENSEMBL:ENSE00001755953|2|ENSEMBL:ENSG00000132623|ENSE00001755953|GENCODE|https://www.gencodegenes.org/human/|10043122|ENSEMBL:ENST00000437504
chr20|10035333|ENSEMBL:ENSE00001477365|1|ENSEMBL:ENSG00000132623|ENSE00001477365|GENCODE|https://www.gencodegenes.org/human/|10034987|ENSEMBL:ENST00000378392
chr20|10035642|ENSEMBL:ENSE00001477354|2|ENSEMBL:ENSG00000132623|ENSE00001477354|GENCODE|https://www.gencodegenes.org/human/|10035579|ENSEMBL:ENST00000378392
chr20|10038647|ENSEMBL:ENSE00003654766|3|ENSEMBL:ENSG00000132623|ENSE00003654766|GENCODE|https://www.gencodegenes.org/human/|10038258|ENSEMBL:ENST00000378392
chr20|10043321|ENSEMBL:ENSE00003520744|4|ENSEMBL:ENSG00000132623|ENSE00003520744|GENCODE|https://www.gencodegenes.org/human/|10043122|ENSEMBL:ENST00000378392
chr20|10044543|ENSEMBL:ENSE00003652008|5|ENSEMBL:ENSG00000132623|ENSE00003652008|GENCODE|https://www.gencodegenes.org/human/|10044394|ENSEMBL:ENST00000378392
chr20|10045697|ENSEMBL:ENSE00003621228|6|ENSEMBL:ENSG00000132623|ENSE00003621228|GENCODE|https://www.gencodegenes.org/human/|10045574|ENSEMBL:ENST00000378392
chr20|10050212|ENSEMBL:ENSE00003682380|7|ENSEMBL:ENSG00000132623|ENSE00003682380|GENCODE|https://www.gencodegenes.org/human/|10049390|ENSEMBL:ENST00000378392
chr20|10051889|ENSEMBL:ENSE00003621601|8|ENSEMBL:ENSG00000132623|ENSE00003621601|GENCODE|https://www.gencodegenes.org/human/|10051663|ENSEMBL:ENST00000378392
chr20|10053275|ENSEMBL:ENSE00003571338|9|ENSEMBL:ENSG00000132623|ENSE00003571338|GENCODE|https://www.gencodegenes.org/human/|10053112|ENSEMBL:ENST00000378392
chr20|10054599|ENSEMBL:ENSE00003531424|10|ENSEMBL:ENSG00000132623|ENSE00003531424|GENCODE|https://www.gencodegenes.org/human/|10054462|ENSEMBL:ENST00000378392
chr20|10058303|ENSEMBL:ENSE00001888001|11|ENSEMBL:ENSG00000132623|ENSE00001888001|GENCODE|https://www.gencodegenes.org/human/|10055502|ENSEMBL:ENST00000378392
chr20|10035333|ENSEMBL:ENSE00001175405|1|ENSEMBL:ENSG00000132623|ENSE00001175405|GENCODE|https://www.gencodegenes.org/human/|10035049|ENSEMBL:ENST00000378380
chr20|10038647|ENSEMBL:ENSE00003654766|2|ENSEMBL:ENSG00000132623|ENSE00003654766|GENCODE|https://www.gencodegenes.org/human/|10038258|ENSEMBL:ENST00000378380
chr20|10043321|ENSEMBL:ENSE00003520744|3|ENSEMBL:ENSG00000132623|ENSE00003520744|GENCODE|https://www.gencodegenes.org/human/|10043122|ENSEMBL:ENST00000378380
chr20|10044543|ENSEMBL:ENSE00003652008|4|ENSEMBL:ENSG00000132623|ENSE00003652008|GENCODE|https://www.gencodegenes.org/human/|10044394|ENSEMBL:ENST00000378380
chr20|10045697|ENSEMBL:ENSE00003621228|5|ENSEMBL:ENSG00000132623|ENSE00003621228|GENCODE|https://www.gencodegenes.org/human/|10045574|ENSEMBL:ENST00000378380
chr20|10050212|ENSEMBL:ENSE00003682380|6|ENSEMBL:ENSG00000132623|ENSE00003682380|GENCODE|https://www.gencodegenes.org/human/|10049390|ENSEMBL:ENST00000378380
chr20|10051889|ENSEMBL:ENSE00003621601|7|ENSEMBL:ENSG00000132623|ENSE00003621601|GENCODE|https://www.gencodegenes.org/human/|10051663|ENSEMBL:ENST00000378380
chr20|10053275|ENSEMBL:ENSE00003571338|8|ENSEMBL:ENSG00000132623|ENSE00003571338|GENCODE|https://www.gencodegenes.org/human/|10053112|ENSEMBL:ENST00000378380
chr20|10054599|ENSEMBL:ENSE00003531424|9|ENSEMBL:ENSG00000132623|ENSE00003531424|GENCODE|https://www.gencodegenes.org/human/|10054462|ENSEMBL:ENST00000378380
chr20|10058303|ENSEMBL:ENSE00001888001|10|ENSEMBL:ENSG00000132623|ENSE00001888001|GENCODE|https://www.gencodegenes.org/human/|10055502|ENSEMBL:ENST00000378380
chr20|10035333|ENSEMBL:ENSE00001946515|1|ENSEMBL:ENSG00000132623|ENSE00001946515|GENCODE|https://www.gencodegenes.org/human/|10035117|ENSEMBL:ENST00000488991
chr20|10038647|ENSEMBL:ENSE00003479326|2|ENSEMBL:ENSG00000132623|ENSE00003479326|GENCODE|https://www.gencodegenes.org/human/|10038258|ENSEMBL:ENST00000488991
chr20|10040670|ENSEMBL:ENSE00001882823|3|ENSEMBL:ENSG00000132623|ENSE00001882823|GENCODE|https://www.gencodegenes.org/human/|10040625|ENSEMBL:ENST00000488991
chr20|10043321|ENSEMBL:ENSE00003474270|4|ENSEMBL:ENSG00000132623|ENSE00003474270|GENCODE|https://www.gencodegenes.org/human/|10043122|ENSEMBL:ENST00000488991
chr20|10044543|ENSEMBL:ENSE00003590148|5|ENSEMBL:ENSG00000132623|ENSE00003590148|GENCODE|https://www.gencodegenes.org/human/|10044394|ENSEMBL:ENST00000488991
chr20|10045697|ENSEMBL:ENSE00003473553|6|ENSEMBL:ENSG00000132623|ENSE00003473553|GENCODE|https://www.gencodegenes.org/human/|10045574|ENSEMBL:ENST00000488991
chr20|10050212|ENSEMBL:ENSE00003494486|7|ENSEMBL:ENSG00000132623|ENSE00003494486|GENCODE|https://www.gencodegenes.org/human/|10049390|ENSEMBL:ENST00000488991
chr20|10051889|ENSEMBL:ENSE00003623880|8|ENSEMBL:ENSG00000132623|ENSE00003623880|GENCODE|https://www.gencodegenes.org/human/|10051663|ENSEMBL:ENST00000488991
chr20|10053275|ENSEMBL:ENSE00003674131|9|ENSEMBL:ENSG00000132623|ENSE00003674131|GENCODE|https://www.gencodegenes.org/human/|10053112|ENSEMBL:ENST00000488991
chr20|10054599|ENSEMBL:ENSE00003690857|10|ENSEMBL:ENSG00000132623|ENSE00003690857|GENCODE|https://www.gencodegenes.org/human/|10054462|ENSEMBL:ENST00000488991
chr20|10055827|ENSEMBL:ENSE00001952776|11|ENSEMBL:ENSG00000132623|ENSE00001952776|GENCODE|https://www.gencodegenes.org/human/|10055502|ENSEMBL:ENST00000488991
chr20|10012063|ENSEMBL:ENSE00003878659|1|ENSEMBL:ENSG00000227906|ENSE00003878659|GENCODE|https://www.gencodegenes.org/human/|10010091|ENSEMBL:ENST00000655841
chr20|10009465|ENSEMBL:ENSE00003867187|2|ENSEMBL:ENSG00000227906|ENSE00003867187|GENCODE|https://www.gencodegenes.org/human/|10006381|ENSEMBL:ENST00000655841
chr20|10025850|ENSEMBL:ENSE00003888198|1|ENSEMBL:ENSG00000227906|ENSE00003888198|GENCODE|https://www.gencodegenes.org/human/|10025791|ENSEMBL:ENST00000658520
chr20|10016973|ENSEMBL:ENSE00003883120|2|ENSEMBL:ENSG00000227906|ENSE00003883120|GENCODE|https://www.gencodegenes.org/human/|10016942|ENSEMBL:ENST00000658520
chr20|10016592|ENSEMBL:ENSE00003861280|3|ENSEMBL:ENSG00000227906|ENSE00003861280|GENCODE|https://www.gencodegenes.org/human/|10016434|ENSEMBL:ENST00000658520
chr20|10010191|ENSEMBL:ENSE00003871236|4|ENSEMBL:ENSG00000227906|ENSE00003871236|GENCODE|https://www.gencodegenes.org/human/|10010091|ENSEMBL:ENST00000658520
chr20|10009465|ENSEMBL:ENSE00003865888|5|ENSEMBL:ENSG00000227906|ENSE00003865888|GENCODE|https://www.gencodegenes.org/human/|10006576|ENSEMBL:ENST00000658520
chr20|10026651|ENSEMBL:ENSE00003671633|1|ENSEMBL:ENSG00000227906|ENSE00003671633|GENCODE|https://www.gencodegenes.org/human/|10026544|ENSEMBL:ENST00000603245
chr20|10022462|ENSEMBL:ENSE00003521230|2|ENSEMBL:ENSG00000227906|ENSE00003521230|GENCODE|https://www.gencodegenes.org/human/|10021978|ENSEMBL:ENST00000603245
chr20|10219524|ENSEMBL:ENSE00003535996|1|ENSEMBL:ENSG00000227906|ENSE00003535996|GENCODE|https://www.gencodegenes.org/human/|10219222|ENSEMBL:ENST00000661614
chr20|10196937|ENSEMBL:ENSE00001681685|2|ENSEMBL:ENSG00000227906|ENSE00001681685|GENCODE|https://www.gencodegenes.org/human/|10196818|ENSEMBL:ENST00000661614
chr20|10104394|ENSEMBL:ENSE00001728322|3|ENSEMBL:ENSG00000227906|ENSE00001728322|GENCODE|https://www.gencodegenes.org/human/|10104286|ENSEMBL:ENST00000661614
chr20|10026648|ENSEMBL:ENSE00001794719|4|ENSEMBL:ENSG00000227906|ENSE00001794719|GENCODE|https://www.gencodegenes.org/human/|10026544|ENSEMBL:ENST00000661614
chr20|10026166|ENSEMBL:ENSE00003881707|5|ENSEMBL:ENSG00000227906|ENSE00003881707|GENCODE|https://www.gencodegenes.org/human/|10021995|ENSEMBL:ENST00000661614
chr20|10219501|ENSEMBL:ENSE00003862134|1|ENSEMBL:ENSG00000227906|ENSE00003862134|GENCODE|https://www.gencodegenes.org/human/|10219222|ENSEMBL:ENST00000663466
chr20|10196937|ENSEMBL:ENSE00001681685|2|ENSEMBL:ENSG00000227906|ENSE00001681685|GENCODE|https://www.gencodegenes.org/human/|10196818|ENSEMBL:ENST00000663466
chr20|10125291|ENSEMBL:ENSE00003869384|3|ENSEMBL:ENSG00000227906|ENSE00003869384|GENCODE|https://www.gencodegenes.org/human/|10125182|ENSEMBL:ENST00000663466
chr20|10104394|ENSEMBL:ENSE00001728322|4|ENSEMBL:ENSG00000227906|ENSE00001728322|GENCODE|https://www.gencodegenes.org/human/|10104286|ENSEMBL:ENST00000663466
chr20|10026648|ENSEMBL:ENSE00001794719|5|ENSEMBL:ENSG00000227906|ENSE00001794719|GENCODE|https://www.gencodegenes.org/human/|10026544|ENSEMBL:ENST00000663466
chr20|10026166|ENSEMBL:ENSE00003868966|6|ENSEMBL:ENSG00000227906|ENSE00003868966|GENCODE|https://www.gencodegenes.org/human/|10022006|ENSEMBL:ENST00000663466
chr20|10219488|ENSEMBL:ENSE00003856118|1|ENSEMBL:ENSG00000227906|ENSE00003856118|GENCODE|https://www.gencodegenes.org/human/|10219237|ENSEMBL:ENST00000670580
chr20|10198875|ENSEMBL:ENSE00003659605|2|ENSEMBL:ENSG00000227906|ENSE00003659605|GENCODE|https://www.gencodegenes.org/human/|10198753|ENSEMBL:ENST00000670580
chr20|10196937|ENSEMBL:ENSE00001681685|3|ENSEMBL:ENSG00000227906|ENSE00001681685|GENCODE|https://www.gencodegenes.org/human/|10196818|ENSEMBL:ENST00000670580
chr20|10104394|ENSEMBL:ENSE00001728322|4|ENSEMBL:ENSG00000227906|ENSE00001728322|GENCODE|https://www.gencodegenes.org/human/|10104286|ENSEMBL:ENST00000670580
chr20|10026648|ENSEMBL:ENSE00001794719|5|ENSEMBL:ENSG00000227906|ENSE00001794719|GENCODE|https://www.gencodegenes.org/human/|10026544|ENSEMBL:ENST00000670580
chr20|10026166|ENSEMBL:ENSE00003880110|6|ENSEMBL:ENSG00000227906|ENSE00003880110|GENCODE|https://www.gencodegenes.org/human/|10022030|ENSEMBL:ENST00000670580
chr20|10219489|ENSEMBL:ENSE00003876205|1|ENSEMBL:ENSG00000227906|ENSE00003876205|GENCODE|https://www.gencodegenes.org/human/|10219222|ENSEMBL:ENST00000664172
chr20|10196937|ENSEMBL:ENSE00001681685|2|ENSEMBL:ENSG00000227906|ENSE00001681685|GENCODE|https://www.gencodegenes.org/human/|10196818|ENSEMBL:ENST00000664172
chr20|10190152|ENSEMBL:ENSE00003877026|3|ENSEMBL:ENSG00000227906|ENSE00003877026|GENCODE|https://www.gencodegenes.org/human/|10190057|ENSEMBL:ENST00000664172
chr20|10104394|ENSEMBL:ENSE00001728322|4|ENSEMBL:ENSG00000227906|ENSE00001728322|GENCODE|https://www.gencodegenes.org/human/|10104286|ENSEMBL:ENST00000664172
chr20|10026648|ENSEMBL:ENSE00001794719|5|ENSEMBL:ENSG00000227906|ENSE00001794719|GENCODE|https://www.gencodegenes.org/human/|10026544|ENSEMBL:ENST00000664172
chr20|10026166|ENSEMBL:ENSE00003541461|6|ENSEMBL:ENSG00000227906|ENSE00003541461|GENCODE|https://www.gencodegenes.org/human/|10023577|ENSEMBL:ENST00000664172
chr20|10219520|ENSEMBL:ENSE00003883294|1|ENSEMBL:ENSG00000227906|ENSE00003883294|GENCODE|https://www.gencodegenes.org/human/|10219237|ENSEMBL:ENST00000658443
chr20|10196937|ENSEMBL:ENSE00001681685|2|ENSEMBL:ENSG00000227906|ENSE00001681685|GENCODE|https://www.gencodegenes.org/human/|10196818|ENSEMBL:ENST00000658443
chr20|10190152|ENSEMBL:ENSE00003877026|3|ENSEMBL:ENSG00000227906|ENSE00003877026|GENCODE|https://www.gencodegenes.org/human/|10190057|ENSEMBL:ENST00000658443
chr20|10104394|ENSEMBL:ENSE00001728322|4|ENSEMBL:ENSG00000227906|ENSE00001728322|GENCODE|https://www.gencodegenes.org/human/|10104286|ENSEMBL:ENST00000658443
chr20|10026648|ENSEMBL:ENSE00001794719|5|ENSEMBL:ENSG00000227906|ENSE00001794719|GENCODE|https://www.gencodegenes.org/human/|10026544|ENSEMBL:ENST00000658443
chr20|10026166|ENSEMBL:ENSE00003541461|6|ENSEMBL:ENSG00000227906|ENSE00003541461|GENCODE|https://www.gencodegenes.org/human/|10023577|ENSEMBL:ENST00000658443
chr20|10219524|ENSEMBL:ENSE00003535996|1|ENSEMBL:ENSG00000227906|ENSE00003535996|GENCODE|https://www.gencodegenes.org/human/|10219222|ENSEMBL:ENST00000666905
chr20|10198875|ENSEMBL:ENSE00003659605|2|ENSEMBL:ENSG00000227906|ENSE00003659605|GENCODE|https://www.gencodegenes.org/human/|10198753|ENSEMBL:ENST00000666905
chr20|10196937|ENSEMBL:ENSE00001681685|3|ENSEMBL:ENSG00000227906|ENSE00001681685|GENCODE|https://www.gencodegenes.org/human/|10196818|ENSEMBL:ENST00000666905
chr20|10104394|ENSEMBL:ENSE00001728322|4|ENSEMBL:ENSG00000227906|ENSE00001728322|GENCODE|https://www.gencodegenes.org/human/|10104286|ENSEMBL:ENST00000666905
chr20|10026648|ENSEMBL:ENSE00001794719|5|ENSEMBL:ENSG00000227906|ENSE00001794719|GENCODE|https://www.gencodegenes.org/human/|10026544|ENSEMBL:ENST00000666905
chr20|10026166|ENSEMBL:ENSE00003541461|6|ENSEMBL:ENSG00000227906|ENSE00003541461|GENCODE|https://www.gencodegenes.org/human/|10023577|ENSEMBL:ENST00000666905
chr20|10219754|ENSEMBL:ENSE00003570255|1|ENSEMBL:ENSG00000227906|ENSE00003570255|GENCODE|https://www.gencodegenes.org/human/|10219237|ENSEMBL:ENST00000603542
chr20|10196937|ENSEMBL:ENSE00001681685|2|ENSEMBL:ENSG00000227906|ENSE00001681685|GENCODE|https://www.gencodegenes.org/human/|10196818|ENSEMBL:ENST00000603542
chr20|10104394|ENSEMBL:ENSE00001728322|3|ENSEMBL:ENSG00000227906|ENSE00001728322|GENCODE|https://www.gencodegenes.org/human/|10104286|ENSEMBL:ENST00000603542
chr20|10026648|ENSEMBL:ENSE00001794719|4|ENSEMBL:ENSG00000227906|ENSE00001794719|GENCODE|https://www.gencodegenes.org/human/|10026544|ENSEMBL:ENST00000603542
chr20|10026166|ENSEMBL:ENSE00003541461|5|ENSEMBL:ENSG00000227906|ENSE00003541461|GENCODE|https://www.gencodegenes.org/human/|10023577|ENSEMBL:ENST00000603542
chr20|10219503|ENSEMBL:ENSE00003851346|1|ENSEMBL:ENSG00000227906|ENSE00003851346|GENCODE|https://www.gencodegenes.org/human/|10219237|ENSEMBL:ENST00000662559
chr20|10196937|ENSEMBL:ENSE00001681685|2|ENSEMBL:ENSG00000227906|ENSE00001681685|GENCODE|https://www.gencodegenes.org/human/|10196818|ENSEMBL:ENST00000662559
chr20|10104394|ENSEMBL:ENSE00001728322|3|ENSEMBL:ENSG00000227906|ENSE00001728322|GENCODE|https://www.gencodegenes.org/human/|10104286|ENSEMBL:ENST00000662559
chr20|10026648|ENSEMBL:ENSE00003885986|4|ENSEMBL:ENSG00000227906|ENSE00003885986|GENCODE|https://www.gencodegenes.org/human/|10023834|ENSEMBL:ENST00000662559
chr20|10029026|ENSEMBL:ENSE00003858248|1|ENSEMBL:ENSG00000227906|ENSE00003858248|GENCODE|https://www.gencodegenes.org/human/|10026544|ENSEMBL:ENST00000661134
chr20|10026166|ENSEMBL:ENSE00003870727|2|ENSEMBL:ENSG00000227906|ENSE00003870727|GENCODE|https://www.gencodegenes.org/human/|10024108|ENSEMBL:ENST00000661134
chr20|10219524|ENSEMBL:ENSE00003535996|1|ENSEMBL:ENSG00000227906|ENSE00003535996|GENCODE|https://www.gencodegenes.org/human/|10219222|ENSEMBL:ENST00000655307
chr20|10196937|ENSEMBL:ENSE00001681685|2|ENSEMBL:ENSG00000227906|ENSE00001681685|GENCODE|https://www.gencodegenes.org/human/|10196818|ENSEMBL:ENST00000655307
chr20|10190152|ENSEMBL:ENSE00003877026|3|ENSEMBL:ENSG00000227906|ENSE00003877026|GENCODE|https://www.gencodegenes.org/human/|10190057|ENSEMBL:ENST00000655307
chr20|10104394|ENSEMBL:ENSE00001728322|4|ENSEMBL:ENSG00000227906|ENSE00001728322|GENCODE|https://www.gencodegenes.org/human/|10104286|ENSEMBL:ENST00000655307
chr20|10026648|ENSEMBL:ENSE00003858844|5|ENSEMBL:ENSG00000227906|ENSE00003858844|GENCODE|https://www.gencodegenes.org/human/|10024673|ENSEMBL:ENST00000655307
chr20|10219501|ENSEMBL:ENSE00003858022|1|ENSEMBL:ENSG00000227906|ENSE00003858022|GENCODE|https://www.gencodegenes.org/human/|10219237|ENSEMBL:ENST00000660550
chr20|10196937|ENSEMBL:ENSE00001681685|2|ENSEMBL:ENSG00000227906|ENSE00001681685|GENCODE|https://www.gencodegenes.org/human/|10196818|ENSEMBL:ENST00000660550
chr20|10190152|ENSEMBL:ENSE00003877026|3|ENSEMBL:ENSG00000227906|ENSE00003877026|GENCODE|https://www.gencodegenes.org/human/|10190057|ENSEMBL:ENST00000660550
chr20|10104394|ENSEMBL:ENSE00003580445|4|ENSEMBL:ENSG00000227906|ENSE00003580445|GENCODE|https://www.gencodegenes.org/human/|10104168|ENSEMBL:ENST00000660550
chr20|10026648|ENSEMBL:ENSE00001794719|5|ENSEMBL:ENSG00000227906|ENSE00001794719|GENCODE|https://www.gencodegenes.org/human/|10026544|ENSEMBL:ENST00000660550
chr20|10026166|ENSEMBL:ENSE00003882672|6|ENSEMBL:ENSG00000227906|ENSE00003882672|GENCODE|https://www.gencodegenes.org/human/|10024678|ENSEMBL:ENST00000660550
chr20|10219488|ENSEMBL:ENSE00003864672|1|ENSEMBL:ENSG00000227906|ENSE00003864672|GENCODE|https://www.gencodegenes.org/human/|10219222|ENSEMBL:ENST00000667042
chr20|10196937|ENSEMBL:ENSE00001681685|2|ENSEMBL:ENSG00000227906|ENSE00001681685|GENCODE|https://www.gencodegenes.org/human/|10196818|ENSEMBL:ENST00000667042
chr20|10104394|ENSEMBL:ENSE00001728322|3|ENSEMBL:ENSG00000227906|ENSE00001728322|GENCODE|https://www.gencodegenes.org/human/|10104286|ENSEMBL:ENST00000667042
chr20|10026648|ENSEMBL:ENSE00003866115|4|ENSEMBL:ENSG00000227906|ENSE00003866115|GENCODE|https://www.gencodegenes.org/human/|10024706|ENSEMBL:ENST00000667042
chr20|10035206|ENSEMBL:ENSE00003863293|1|ENSEMBL:ENSG00000227906|ENSE00003863293|GENCODE|https://www.gencodegenes.org/human/|10035157|ENSEMBL:ENST00000671416
chr20|10026648|ENSEMBL:ENSE00003883620|2|ENSEMBL:ENSG00000227906|ENSE00003883620|GENCODE|https://www.gencodegenes.org/human/|10024859|ENSEMBL:ENST00000671416
chr20|10035324|ENSEMBL:ENSE00001634575|1|ENSEMBL:ENSG00000227906|ENSE00001634575|GENCODE|https://www.gencodegenes.org/human/|10035157|ENSEMBL:ENST00000438646
chr20|10026648|ENSEMBL:ENSE00001794719|2|ENSEMBL:ENSG00000227906|ENSE00001794719|GENCODE|https://www.gencodegenes.org/human/|10026544|ENSEMBL:ENST00000438646
chr20|10026166|ENSEMBL:ENSE00001614403|3|ENSEMBL:ENSG00000227906|ENSE00001614403|GENCODE|https://www.gencodegenes.org/human/|10025616|ENSEMBL:ENST00000438646
chr20|10219335|ENSEMBL:ENSE00001601363|1|ENSEMBL:ENSG00000227906|ENSE00001601363|GENCODE|https://www.gencodegenes.org/human/|10219237|ENSEMBL:ENST00000656496
chr20|10104394|ENSEMBL:ENSE00001728322|2|ENSEMBL:ENSG00000227906|ENSE00001728322|GENCODE|https://www.gencodegenes.org/human/|10104286|ENSEMBL:ENST00000656496
chr20|10026648|ENSEMBL:ENSE00003881102|3|ENSEMBL:ENSG00000227906|ENSE00003881102|GENCODE|https://www.gencodegenes.org/human/|10025670|ENSEMBL:ENST00000656496
chr20|10368719|ENSEMBL:ENSE00001725549|1|ENSEMBL:ENSG00000227906|ENSE00001725549|GENCODE|https://www.gencodegenes.org/human/|10368715|ENSEMBL:ENST00000421143
chr20|10196937|ENSEMBL:ENSE00001681685|2|ENSEMBL:ENSG00000227906|ENSE00001681685|GENCODE|https://www.gencodegenes.org/human/|10196818|ENSEMBL:ENST00000421143
